"TCD","DLOC","TCLOC","scores_ANN"
0.1,0,102,11.6
0.2,3,54,9.6
0.7,4,38,4.4
0.2,0,39,4.9
0.5,14,46,4.8
0.6,16,260,6.7
0.2,0,17,9.7
0.3,30.5,255,7.9
0.2,10,397,8.7
0.5,15,206,5.7
0.6,6.5,255,8
0.3,1,148,6.4
0.3,137,778,7.9
0.1,0,1,4.6
0.1,0,80,7.2
0.1,8,22,5.6
0.1,0,480,7.4
0.1,8,13,6.2
0.1,0,183,9.6
0.3,3.5,101,7.4
0.7,0,45,3.6
0.7,0,45,4.2
0.4,13,156,6.7
0.7,6,27,4.2
0.5,5.5,46,4.8
0.4,0,1050,4.2
0.5,14.5,913,8.4
0.1,18,313,7.9
0.2,0,209,4.5
0.3,97,222,9.1
0.3,0,256,6.3
0.2,8,25,6
0.2,4.5,63,6.6
0.4,10.5,108,8.3
0.4,4,19,5.7
0.3,0,15,6.5
0.2,0,26,5.2
0.1,3,6,6
0.2,0,268,9.9
0.4,6,120,5.6
0.3,6,60,6.3
0.2,13,255,7.2
0.2,5,510,8.4
0.4,6,3759,6.6
0,0,0,4.3
0.6,5,61,4.6
0.5,4,167,6.3
0.3,6,177,7
0.7,0,301,6.9
0.2,8.5,393,7.9
0.7,7,22,3.8
0.1,0,29,7.8
0.1,5,59,8.5
0.3,6,102,9.2
0.3,0,98,10.6
0.3,5,20,5.1
0.1,4,7,5.1
0.4,5,416,7.5
0,0,1,6.2
0.4,4,19,4.7
0.1,0,620,9.2
0.5,4.5,24,4.5
0.6,5.5,27,4.5
0.5,0,20,4.3
0.2,6,45,6.4
0.2,10,93,7.4
0.6,0,26,8.5
0.8,1.5,411,6.1
0.3,53.5,152,9.6
0.4,5,290,7
0.5,7,1051,8
0.6,5,151,7.8
0.1,0,13,4.2
0.2,9,1298,9.2
0.5,58,161,6.4
0.5,0,34,4.5
0.1,0,939,8.7
0.2,23,62,7.5
0.1,5,75,7.8
0.5,0,732,8.4
0.5,6,104,6.1
0.5,5,434,7.6
0,0,61,7.9
0.2,11.5,65,5.7
0.7,0,22,5.4
0.2,0,186,8.1
0.5,3,253,7.3
0.5,15,37,6.3
0.2,3,29,8.5
0.3,6,249,7.6
0,0,9,7.9
0.8,5,497,4
0.8,5,40,4
0.8,5,100,4
0.8,5,156,4
0.2,4,222,8.6
0.2,0,40,5.2
0.2,5,43,6.5
0.2,0,128,7.3
0.2,3,18,6.6
0.3,32.5,662,6.5
0.7,5,317,7.7
0,0,0,10.3
0.2,3,108,10.5
0.2,13,654,8.8
0.3,49,4260,11.4
0.4,5,260,6.9
0.5,9.5,322,6.9
0.2,4,154,8.5
0.4,26.5,345,7.3
0.3,15,5373,10.4
0.3,4.5,174,8.5
0.4,5,438,7.1
0.2,14,605,9.2
0.2,14,161,8.3
0.1,2,114,6.5
0.3,8,230,6.6
0.2,5,171,7.5
0.2,0,613,10.3
0.4,5,1128,8.4
0,2,11,8.7
0.2,0.5,641,8.2
0.3,12,1165,9.3
0,0,3,9.3
0.4,0,436,8.8
0.3,8,2323,8.5
0.2,3,76,7.3
0.2,0,66,8.2
0.4,48,113,6.3
0.3,0,450,10.6
0.4,4,984,9.2
0.5,26,577,7.6
0,0,18,9.2
0.2,2,171,8.4
0.1,0,97,7.5
0.4,5,1274,8.4
0.4,16,204,8.6
0.6,32,362,5.5
0.5,6,154,6.1
0.5,24.5,222,7.3
0.1,0,192,7.7
0.1,0,50,7.5
0.3,0,26,5.3
0.2,0,389,8.4
0.1,0,6,6
0.5,5,1219,8.4
0.2,26,363,6.6
0.6,20,84,6.8
0.3,3,60,6.2
0.2,5,147,8.9
0.1,0,281,10.3
0.2,2,22,5.3
0.4,6,103,6.1
0.3,0,68,6.8
0.3,0,45,6.9
0.1,3,137,7.9
0.1,0,30,5.8
0.8,5,61,4
0.3,6,24801,9.3
0.8,5,41,4
0.5,6.5,109,6.4
0,0,0,11.2
0.2,3,31,7.1
0.6,15,74,6.6
0.1,0,1227,10.3
0.5,4,167,6.9
0.2,0,2,5.9
0.2,0,365,9
0.3,0,75,6
0.3,7.5,448,8.3
0.6,12.5,68,7.2
0.2,0,105,7.4
0.4,3,388,7
0.1,0,26,5.4
0.3,6,1304,9.6
0.6,12,105,7
0.2,3,46,6.5
0.5,0,15,4.6
0.7,28,43,4.4
0.2,0,314,6.5
0.5,3,77,6.1
0.5,36.5,110,6.5
0.2,0,236,8.4
0.4,0,45,5.4
0.2,24,304,7.6
0.4,0,30,4.7
0.4,4,298,7.7
0.5,3,106,6.3
0.5,2.5,84,7.1
0.4,7.5,59,6.1
0.3,0,106,6.6
0.4,15,60,8
0.3,13.5,112,7.8
0.3,79,509,9.6
0.4,12.5,3820,10
0.3,43.5,179,7.8
0.1,1.5,680,8.6
0.3,3,22,7.2
0.3,23,341,7.9
0.3,22,113,7.6
0.3,9,78,7.4
0.4,4,198,7.7
0,0,90,9.5
0.3,5,495,9.2
0.2,3,269,8.7
0.3,0,39,5
0.5,1.5,19,6.4
0.2,7.5,48,8
0.2,40,157,8.3
0.1,3,12,6.5
0.5,4,21,6.1
0.2,4.5,497,9.2
0.5,11,382,7.7
0.3,13,2619,8.2
0.4,9.5,828,8.3
0.2,3,1406,8.5
0.1,3,1221,10
0.3,6,4901,11.2
0.1,1.5,5,6.3
0.5,5.5,46,6.4
0.3,7,1041,8.8
0.3,6,1345,11.2
0.7,3,20,6
0.7,3,38,6.6
0.1,4,76,7.4
0.4,6,145,7
0.5,19,76,8.2
0.1,11,88,7.7
0.2,0,339,10
0.5,23,157,7.8
0.4,10.5,1379,8.7
0.3,24,480,8.9
0.1,5,22,7.5
0.7,5,201,6.3
0.4,3,174,8.2
0.3,5,21,8.2
0.2,3.5,37,7.8
0.3,5,51,7.2
0.4,0,48,7.3
0.6,9,102,7.5
0.2,5,120,8.7
0.2,20,6124,12
0.1,0,704,10.1
0.2,3,26,6.8
0.4,3,54,10.2
0.1,0,213,9.3
0.6,7,171,7.3
0.3,0,340,9
0.3,12,49,6.4
0.2,0,63,8.4
0.4,7.5,125,6.4
0,0,0,6.9
0.2,5,20,4.9
0.3,7,365,8.3
0.4,7.5,159,7.2
0.3,6,366,9.5
0.1,0,40,9
0.3,3,996,8.2
0,0,2,6.9
0.3,7.5,531,8
0.1,0,81,8.2
0.1,0,14,7.3
0.7,7,224,7.5
0.4,72,87,8.9
0.6,11,151,5.9
0.3,0,66,6
0.3,5,1206,8.9
0.1,3,9,8
0.4,3,195,7.1
0.5,35.5,115,7.4
0.2,2,4,4.6
0,1,24,7.3
0.5,3,69,8
0.2,6,38,6.8
0.1,1,5,5.3
0.3,3,1213,8.6
0.3,0,705,8.5
0.3,0,45,6
0.1,0,37,10.4
0.7,3,18,4.4
0.6,3,18,4.4
0.5,7,63,5.7
0.1,3,71,7.3
0.1,0,9205,11
0.2,6,469,7.8
0.6,3,36,4.4
0.5,3,73,6.5
0.3,4,19,5.2
0.2,0,3171,10.3
0.2,5,30,7
0.1,0,34,7.3
0.3,3,164,7.4
0.2,0,5,5.4
0.4,18,5940,6.4
0.3,8,114,7.1
0.5,7,195,7.9
0.2,0,7,5.7
0.2,16,123,9.2
0.3,3,137,8.5
0.5,46,468,7.9
0.4,31,46,7.5
0.2,6,254,8.2
0.1,0,68,7
0.1,3,28,7.1
0.2,14,164,8.3
0.7,5,216,7.1
0.1,5,267,9.1
0.4,28,1405,8.9
0.2,53.5,228,7.7
0.2,3,487,11.9
0.1,5,5,7.5
0.1,13,13,7.2
0.2,3,72,7.7
0.2,30,30,7.3
0.3,5,759,8.1
0,0,45,5.4
0.3,3,3,7.1
0,0,45,8.4
0.5,3.5,153,5.9
0.5,5,71,5
0.2,0,42,5.6
0.3,28.5,204,10
0.2,10,25,6.2
0.3,7,2942,9.4
0.4,7,22,4.7
0.5,7,44,5.2
0.3,5,270,9.8
0.1,14,94,7.4
0,8,58,10.9
0.7,3,40,3.5
0.5,0,57,7.7
0.1,3,53,7.6
0.5,3,566,10.3
0.3,7,95,6.2
0.1,0,71,7.6
0.1,2.5,46,7.6
0.7,13,74,5.8
0.1,7.5,167,6.6
0.2,3.5,438,8.3
0,0,16,7.8
0,0,11,9
0.2,9.5,409,10.3
0.2,6,21,5.7
0.1,0,52,7.2
0.1,3,2562,7.2
0,0,45,8.5
0.3,5,154,6.7
0.4,22,357,7.3
0.3,5.5,319,8.3
0.2,0,351,7.8
0.6,0,102,7.4
0.4,9,63,6.7
0.4,12,54,5.9
0.4,17,682,8.3
0.1,0,9,6.4
0.3,6,25426,8.3
0.2,0,60,7.9
0.3,0,15,4.8
0,0,1,5.3
0.2,9,3070,9.6
0.6,0,17,6
0.2,6,390,9.2
0.2,0,154,7.2
0.1,0,16,8.5
0.3,0,26,4.8
0.4,13,683,8.9
0.2,8,762,8.6
0.3,0,60,6.3
0.6,5,139,6.9
0.4,48,1207,9
0.3,0,77,5.6
0.3,8,131,7.1
0.3,0,68,5.9
0.3,6.5,29471,5.2
0.2,0,107,6.8
0.2,0,818,9.5
0.3,4,8,5.1
0.3,6,229,5.6
0,0,3,5.9
0.4,6,177,6.8
0.4,0,5829,9
0.3,29.5,360,8.9
0.1,3,6,5.7
0.6,5,136,7.1
0.3,3,101,6.1
0.2,7,218,8
0.7,5,357,7.4
0.3,0,1066,11
0.1,25,713,7.7
0.4,165.5,1162,9.2
0.1,18,38,8.3
0.4,7.5,660,8.3
0.4,0,5596,9
0.3,6,250,9.6
0.6,7,3603,9
0.2,5.5,42,6.6
0.3,15,486,8.6
0.3,3,370,7.5
0.9,0,69,5.5
0.3,6,21,4
0.3,0,30,7.1
0.3,8.5,13492,10.6
0.4,3,54,6.5
0.5,8,110,3.8
0.5,5,120,6.9
0.3,6,1215,9.5
0.1,0,2,5.7
0.4,5,233,7.9
0.4,16,7564,8.7
0.3,4,152,7.5
0.2,7.5,158,8
0.2,0,93,8.8
0.4,5,1702,5.6
0.5,19,391,7.7
0.1,1,8,6.4
0.3,16,72,7.5
0.5,0,245,6.5
0.5,0,17,6.6
0,0,5,7.6
0.5,7,469,7.4
0.4,5,247,7.7
0.1,0,36,9.9
0.2,0.5,82,10.4
0.2,23,222,8.4
0.6,5,510,8
0.3,15,262,8.6
0.3,8,2832,8.1
0.1,6.5,51,9.1
0.3,8,1873,10.8
0.2,0,6,5.7
0.2,3,57,6.1
0.3,0,26,3.4
0.3,4,125,9
0.2,0,13,4.7
0,0,109,10.9
0,0,1,5.4
0.2,0,30,5.7
0.5,37.5,415,9
0.1,0,1609,9.8
0.4,10,307,6.8
0.2,5.5,102,9.2
0.2,0,32,4.9
0.3,22,1656,9.1
0.3,7,206,7.8
0.3,5,60,5.2
0.3,3,2672,8.3
0.3,19.5,766,9.5
0.3,23.5,127,7.9
0.7,5,80,5.2
0.4,18,1776,9.1
0.2,6.5,188,7.7
0.2,6,166,9.8
0.1,5,5,4.9
0.1,0,228,8.2
0.3,26,822,7.9
0.2,2,266,8.9
0.2,12,156,7.4
0.2,0,104,8.2
0.2,0,103,8.3
0.3,13.5,4149,9.9
0.3,9.5,199,10.2
0.4,79,324,7.5
0.3,3,133,8.7
0.2,0,306,8.5
0.2,4,6,4.9
0.2,22,181,8.5
0.2,11,205,8.1
0.2,3.5,33,4.8
0.2,7,629,9
0.1,5,6,5
0.2,9,165,9.4
0.6,16.5,258,7.5
0.4,16.5,61,8.7
0.3,0,64,7.6
0.5,8.5,87,6
0.1,5,9,6.1
0.2,0,52,5.7
0.2,14,7275,10.5
0.3,24,1041,8.7
0.1,5,14,5
0.2,0,549,12.7
