"NG","NPA","TNIN","TLLOC","TNLA","TNLS","scores_ANN"
6,1,1,298,1.5,0,6.4
2,0,4,341,1,0,6.9
5,0,1,54,5,5,6
0,0,0,72,0,0,5.2
0,0,0,77,1,1,4.7
0,0,0,244,0,0,5.7
0,0,0,631,0,0,6.6
1,0,0,1051,0,0,6.9
7,0,1,431,1,0,7.1
1,0,1,474,1,0,7.2
0,0,0,178,0,0,5.9
1,0,0,154,0,0,4.9
0,0,0,135,0,0,5.3
0,2,0,16,2,0,4.7
9,5,44,23047,4.5,1,7.5
0,0,0,71,0,0,4.4
13,0,2,701,1,0,7.9
2,11,0,1359,3,0,8.9
0,0,0,1192,0,0,7.6
3,0,0,323,0,0,7.8
1,0,0,32,2,0,4.7
5,2,0,176,1,0,6.5
0,5,1,60,2,0,5.1
0,0,0,772,0,0,6.6
0,0,0,49,0,0,4.3
64,32,5,15254,4,0,10
32,0,1,1597,3,1,8.6
0,0,0,37,2,0,5
2,0,0,329,5,1.5,7.7
0,0,0,118,8,0,5.9
10,0,1,135,1.5,1.5,6.6
8,0,1,782,3,0,8.2
0,0,1,15,2,0,3.6
2,0,0,239,6.5,0,6.4
7,18,1,460,3,0,7.3
0,2,0,300,0.5,0,7.1
86,24,0,2362,3,0,8.9
3,1,1,203,1.5,0,6.1
0,0,0,43,1,1,4.6
6,1,1,495,1,0,7
0,0,1,70,1,0,5.1
0,0,0,5,0,0,3.5
3,2,0,79,0.5,0,7.5
1,0,0,537,25.5,0,6.5
5,2,13,2747,2.5,0,9.5
60,0,1,442,1.5,0,10
12,4,0,1263,4,0,7.6
14,2,1,246,2,1.5,7
0,0,0,227,1,0,8.7
6,2,1,163,4,2,8
0,1,0,22,1,0,5.1
0,5,0,257,4.5,0,6.7
1,0,0,24,0,0,4.7
0,1,0,126,4.5,0,6.6
0,0,0,993,1,0,8.5
2,2,0,212,3,0,8
0,0,0,271,1.5,0,7.3
2,0,1,78,2,1,7.9
0,0,2,292,0,0,8
8,0,1,192,7,0.5,10.3
3,0,0,94,1,0,5.1
2,0,1,159,2.5,1,6.2
6,4,0,537,1.5,0,8.7
3,0,1,238,0,0,5.9
15,0,3,1503,2,0,10.6
0,0,0,270,4,0,9.1
2,1,0,258,0.5,0,7.5
136,58,6,3522,1.5,0,9.1
0,0,0,165,6,1,7.4
79,42,2,3665,146,42,10
1,0,0,213,2,0,6.4
13,0,0,465,3,2,7.3
4,0,1,55,6,0,5.9
0,0,0,39,3,0,5.1
0,0,0,25,1,0,4.3
7,7,2,4627,0,0,8
6,3,0,644,3,0,6.8
6,2,0,272,3.5,0,7
23,3,2,3127,6,0,9.1
73,2,8,3178,3,0,9.2
12,0,1,177,7.5,7,7.1
0,0,0,83,2,0,5.2
2,0,1,489,0,0,7
1,0,1,1986,1,0,6.8
6,1,2,651,1,0,7.2
3,0,0,111,1,0,5.2
1,2,0,122,2,0,6.7
24,2,1,620,1,0,7.8
17,6,14,4842,9.5,0.5,7
23,6,2,1908,2,0,10.7
0,1,0,60,1.5,0,7.9
9,3,0,247,1,0,6.5
6,0,13,13207,3,0,7.3
59,0,3,2424,1,0,9
0,0,0,137,1.5,0,5.6
4,0,1,54,6,0,5.9
3,0,1,74,1.5,1.5,5.8
0,0,0,1648,0,0,7.9
0,5,1,973,1.5,0,11
0,1,0,132,1,0,6.5
0,4,0,79,4,0,4.8
0,6,0,247,0,0,6.6
0,0,0,322,1,0,6.3
1,0,1,32,3,0,5.1
2,0,1,206,1.5,1.5,6.2
396,176,70,120711,1,0,15.5
3,0,0,84,3,1,5
4,6,0,600,5,0,8.2
8,1,0,1086,4,1,7.4
7,0,1,100,2,2,6.2
2,0,0,30,2,0,6.1
60,0,7,8705,4.5,1,8.8
364,36,13,4539,3,0,10.2
0,0,0,33,0.5,0,5.4
79,2,4,6897,2,0,10.1
3,1,1,227,1.5,0,6.1
0,0,0,36,2,1,8.6
0,0,0,41,1,0,5.5
2,0,1,127,1.5,0,6
0,0,0,87,0,0,5.1
1,0,0,213,1,0,5.5
0,4,0,1277,2,1,8.2
1,0,3,140,4.5,1.5,8.6
6,0,0,108,2,0,7.2
9,0,2,773,1,0,7.6
24,1,0,851,2,0,8.7
6,0,0,236,1.5,0.5,6.4
1,9,1,719,9,0,6.9
3,0,1,110,2,2,6.1
5,2,0,18483,0,0,10.1
1,0,0,3542,1.5,0,6.5
21,14,0,1349,2,0,8.2
129,30,20,5558,2,1,10
0,1,0,61,1,0.5,6.5
0,0,0,54,0,0,5.1
5,0,1,80,2,0,5.9
0,0,0,42,0,0,5.4
7,4,0,752,4,0,6.7
3,0,0,578,2,0,7.7
0,0,0,16,1,0,5.1
9,3,0,721,2,0,7.2
8,0,1,150,0,0,7.3
3,0,0,90,3,1,5
18,1,7,522,3,3,7.6
4,0,1,45,6,0,5.8
1,0,1,27,3,0,5.2
0,0,0,3,0,0,3.6
3,0,0,112,1,0,5.2
36,10,0,466,3,1.5,7.6
0,0,0,131,0,0,5
0,0,0,39,0,0,5.2
0,0,0,80,2,0,5.7
0,0,0,59,2,0,5.7
0,0,0,101,2,0,5.8
0,1,0,410,0.5,0,6.7
11,0,0,485,4,0.5,8.2
3,8,1,936,1,0,7.8
5,4,0,496,1,0,8
5,7,0,372,2,0,6.6
24,49,0,2744,4,0,10
0,0,0,21,1,0,4.3
5,0,0,146,1.5,0,5.3
2,0,0,177,1,0,6.6
0,0,0,61,1,0,7.6
0,0,0,20,0,0,5
0,0,0,17,0,0,5
0,0,0,34,0,0,5.6
37,54,3,2135,1,0,8.7
2,0,0,103,1,0,5.9
0,9,1,313,5,0,10
10,1,0,766,5,0,7.7
29,2,3,1647,4,1,8.5
8,2,1,276,1.5,1,6.7
0,0,0,48,0,0,4.8
2,0,0,55,2,1.5,5.4
58,4,0,1733,2,0,8.6
21,1,1,548,1.5,0,7.6
0,0,0,386,0,0,9.1
3,0,0,132,1,1,5.4
1,0,0,216,1,0,5.4
7,1,1,178,1,1,6.5
4,1,0,157,2,0,7.4
2,0,0,238,4,0,7
7,18,4,619,11,0,6.9
3,0,0,167,3,0,6.2
2,11,1,138,0,0,5.6
11,12,1,619,1,0,7.7
2,1,1,233,9,2,8.4
0,0,0,14,0,0,5.4
2,2,2,311,1.5,0,6.2
2,0,0,126,2.5,0,6
2,2,0,24,4,0,5.8
5,0,0,78,2,2,6.2
1,0,0,30,0,0,4.6
7,4,0,94,6,0,6.1
5,3,0,154,1,0,6.2
2,9,1,311,1,0,6.4
3,13,1,669,2,0,8.6
0,3,0,64,6,0,5.2
0,0,0,208,9.5,0,6.8
0,0,0,30,0,0,4.8
2,12,0,1378,1,0,8
21,0,2,889,2,0,8.1
1,0,2,299,6,0,6
2,0,0,235,0,0,9.2
3,0,0,86,2,2,5.8
13,0,0,302,4,4,6.9
10,0,0,958,2.5,0,7.5
69,3,6,3130,1,0,8.6
0,0,0,47,0,0,5
10,10,10,191,3,0,8.3
5,0,1,283,1,0,6.9
1,2,0,188,0,0,6.3
0,0,0,144,1,0,4.9
2,0,0,110,3,2,6.4
0,0,0,1062,59,0,7.9
16,103,2,4656,5,0,8.8
4,0,1,47,6,0,5.9
11,7,0,996,3,0,11.4
28,13,2,1507,9,0,8.9
14,242,376,482770,1,0,8.9
1,0,0,74,2,0,7.8
10,0,2,474,2,1,6.8
29,5,1,1002,1,0,10.7
38,6,5,1160,1,1,8.5
1,0,3,563,0,0,8.9
7,0,1,111,2,2,6.3
11,0,0,324,1.5,0,7.2
28,0,0,438,0.5,12,9.1
71,1,19,5236,2,0,9.6
16,26,0,931,5,0.5,8.7
8,2,0,161,0,0,6.3
14,257,0,3196,2,0,9.4
39,0,0,434,2.5,2.5,7.8
25,84,1,1671,4,0,10
4,1,0,56,1.5,0,6.9
2,0,11,1606,2,0,8.8
24,33,18,3257,6,0,10.2
9,12,16,55141,1,0,8.6
3,0,1,145,0,0,5.6
1,0,0,141,1,0,5.9
5,2,1,239,2,0,9.1
2,0,1,30,2,2,5.4
12,10,4,1146,6,0,9.4
8,0,0,142,4.5,4.5,6.9
0,0,0,83,2,0,6
0,0,0,62,0.5,0,5
10,72,1,1102,2,0,8.5
1,0,0,74,1.5,1,5.5
0,0,0,3,0,0,4
0,1,0,1449,0.5,0,6
3,0,0,208,2,0,5.9
4,0,0,534,5,0.5,7.2
0,0,0,71,1,1,7.4
1,0,0,25,2,1,5.3
1,0,0,57,2,2,5.3
135,101,0,3746,8.5,0,10
2,0,1,245,1,0,9
21,0,7,6231,0,0,8
11,0,1,193,2.5,2,6.6
9,21,15,6943,1,0,8.1
6,0,0,2339,1,0,7.4
2,3,0,779,5,0,6.9
8,0,0,181,0,0,9.4
25,0,1,4622,0,0,8
78,6,9,3526,1,0,9
500,123,26,40496,2,0,10.9
6,0,0,254,1.5,0,5.8
4,0,0,110,1,1,6.4
0,0,0,71,5,0,6.6
0,0,0,198,0.5,0,7.9
0,0,0,316,0,0,5.5
12,7,3,1612,2.5,0,9.6
12,2,52,7947,3,0,9.8
0,0,0,80,4,0,7.2
0,4,0,61,2,0,4.6
18,3,3,1222,1,0,9.7
5,2,0,553,1.5,0.5,9
5,3,6,327,2,0,9.4
35,45,1,2394,5,0,9.1
0,0,1,53,1,1,4.9
21,4,2,449,2.5,0,9.5
14,0,0,110,7,7,9.1
27,0,2,663,1,0,9.3
3,0,0,83,1,1,5.7
5,2,0,432,1.5,0,6.9
0,0,0,113,3,0,4.6
83,11,0,2231,1.5,0,9
5,0,1,125,2.5,2.5,6.1
2,1,0,625,1,0,6.1
4,0,0,75,1,0,6.3
13,0,0,314,4,0,8.4
0,0,0,63,2,0,5.5
4,0,2,324,1.5,1.5,6.5
4,0,0,100,6,0,9.7
1,0,0,30,3,0,6.2
11,1,4,1542,1,0,8.1
12,0,0,364,1,0,7.6
0,0,0,10,0,0,3.6
6,0,2,568,1,0,7.5
8,1,0,226,2,0,6.9
8,0,4,579,1,0,7.3
38,9,0,2401,2,0.5,8.9
0,0,0,39,0,0,5.5
12,14,0,547,2,0,8.9
5,0,0,722,3,0,6.8
42,33,65,26679,0,0,10
28,1,0,514,1.5,0,7.6
7,1,0,125,1,0.5,5.7
28,0,4,2035,5,1,7.8
15,0,5,4745,6,0,7.6
40,1,0,3323,3,0,9.3
2,8,5,261,2,0,8
36,5,8,7455,3,0,10.3
1,1,0,149,3,0,8.1
7,1,1,510,5,0.5,7.6
0,0,0,258,4,0,7.6
5,0,2,169,3,2,6.6
4,0,2,111,4.5,0,6.1
13,0,2,762,1.5,0,7.6
3,0,1,47,1.5,1.5,6
16,0,4,972,3,0,8.3
1,0,12,1122,0,0,8.9
3,0,1,119,3.5,1.5,6.7
0,0,0,26,0,0,4.3
20,0,1,1067,4.5,3,7
16,0,4,1843,0.5,0,6.9
27,0,0,850,5,3.5,7.9
2,0,1,102,5,1,6.2
0,0,0,256,0,0,8.8
0,0,1,39,0,0,4.9
2,3,0,508,1,0,7.7
7,0,3,124,1.5,1,6.2
3,4,0,402,3,0,7.3
0,3,1,296,4,4.5,8.3
36,0,11,1954,1,0,8.1
12,1,0,671,7,0,7
9,3,0,899,2,1,7.5
3,0,0,429,3,0,7.4
9,0,0,166,1,1,6.4
4,0,1,355,3,0,9.1
18,2,4,518,3,3,7.8
2,0,0,64,1,1,5.6
118,43,4,5353,2,0,9.9
13,0,1,246,2,2,7.1
0,0,0,58,2,0,5.5
14,1,3,805,3,1.5,8.9
20,0,0,389,3,0,8.4
1,4,0,310,3,0,6.9
2,0,0,149,3,1,6
0,3,1,708,1,0,9.7
9,69,1,1920,3,0,9.9
3,2,0,45,2.5,1.5,5.6
3,0,0,117,4,0,5.5
20,0,1,269,3,3,7.3
0,0,0,48,1,0.5,5.2
12,0,2,542,2,0,9.6
4,2,0,371,2,0,7.6
3,1,0,279,2.5,0,6.8
49,31,69,59483,3,0,9.2
27,9,1,6170,1,0,8.2
59,1,1,3580,2.5,1,9.5
5,1,0,324,13,0.5,6.9
93,246,52,23873,4,0,9.1
4,0,1,111,2,2,6.4
5,4,0,315,2,0,6.7
15,10,0,953,5.5,3,7.9
0,0,0,846,0,0,9.6
1,0,0,296,1,1,6.5
0,0,0,73,3.5,0,4.6
1,15,6,1029,2.5,0,11.7
7,0,2,251,2,0,6.6
0,0,1,68,1,1,5.3
0,0,0,16,0,0,8.3
12,1,0,428,3,2,7.1
4,2,1,179,2,0,6.5
6,1,0,403,1,0,7.1
0,0,0,12,0,0,7.9
22,26,3,1677,2.5,1,9.6
10,12,1,414,2,0,9.2
0,3,0,529,2,0,7.6
2,0,0,47,2,2,6.5
9,2,2,107,3,1.5,6.2
0,3,1,275,4.5,0,7.6
4,1,1,280,2,0,5.7
0,0,0,20,0,0,4.2
1,0,1,66,1,1,5.4
1,0,0,42,0,0,8.7
19,2,64,65529,0,0,8.5
78,3,2,3091,2,1,9.2
50,0,0,573,28,27,9.2
1,0,1,439,6.5,0.5,6.5
2,0,2,110,1.5,1.5,6.1
28,9,0,696,7,1,9.9
5,0,0,246,2,0,6.8
72,22,20,8673,2,2,8.8
9,0,1,196,0,0,8.2
11,2,3,200,3,2.5,6.9
68,88,2,2490,1,1,9.3
111,21,11,5930,3.5,0,10.9
0,0,0,86,2,0,7.4
0,0,0,180,2,1,6.2
4,14,50,20237,1.5,0,9.5
4,0,1,303,2,0,5.7
14,6,0,944,1,1,8.1
4,19,2,809,2.5,0,8.7
17,0,1,836,5,3,7.9
3,0,1,112,2,1.5,6
18,0,32,20711,2,1,8.2
0,0,0,170,0,0,8
0,1,4,374,1,0,7
33,2,2,1718,3,0,8
4,0,0,221,7,0,5.6
3,0,1,168,2,1.5,6.4
60,0,3,2100,1,0,9
5,2,0,463,4,0,7.6
28,5,13,1244,2,1,8.5
0,0,0,298,0,0,4.9
15,2,0,490,5,0,9.4
5,1,1,158,3,2.5,6.5
0,4,0,110,9,0,6.7
2,0,0,116,0,0,5.7
4,0,1,235,1.5,0,5.6
17,0,6,1647,4,0,10.2
46,1,22,16601,1,0,8.5
140,6,21,15255,3,0,10.9
0,0,0,40,0,0,7.4
11,0,0,265,2,2,7.3
0,0,0,464,0,0,5.8
2,0,0,170,5,0,5.5
13,6,85,24313,1,0,7.4
8,0,0,306,15,14,7
4,1,1,270,1,0,5.7
16,6,0,1002,1,1,8.9
0,0,0,65,3,0,5.3
6,0,0,276,8,0,5.9
0,5,1,608,3,0,10.4
1,0,1,248,8,0,9
31,80,3,3238,3,0,10.5
5,1,1,94,1,1,6
45,6,3,3183,1,0,9
24,2,1,3700,1,0,8.9
9,0,1,127,1.5,1.5,6.5
0,0,0,172,0,0,5.2
1,0,0,123,2,0,5.1
33,9,0,1050,1,0,8.3
6,1,7,1498,2,0,7.1
0,0,0,88,2.5,0,8.3
7,0,2,138,2,2,6.3
0,0,1,92,1,0,7.2
7,0,0,598,2,0,6.5
3,0,0,44,1,0,4.9
557,228,6,26691,13,5,13.2
2,1,0,65,2,0,6.6
1,0,0,111,2.5,0,4.9
2,0,3,308,0,0,6.4
0,0,0,18,0,0,3.8
2,0,0,331,3.5,0,5.2
0,0,0,152,5,1,5.9
0,0,1,358,2,0,3.4
44,10,14,927,10,0,10.2
0,0,0,202,2.5,0,5.6
2,1000,1,1090,2,0,5.8
3,0,0,448,0,0,11.2
33,0,6,700,1,0,8.4
2,0,0,205,3,0,6
6,0,2,1526,8.5,0,7.4
0,0,0,68,2,0,5.4
0,0,0,48,1,0,5.7
13,2,0,740,2.5,0,8
1,0,1,127,0,0,5.3
2,3,0,182,1.5,0,8.3
10,0,0,302,0,0,10.1
7,64,2,759,9,0,8.2
13,271,15,733,4,0,8.7
5,4,0,330,7,0,6
1,0,0,817,26,0,8.8
2,0,0,108,3,0,5.1
2,1,1,670,2,0,7.8
1,0,0,68,1,0,4.9
1,1,0,29,1.5,0,6.6
81,3,8,3543,3,0,9.3
1,0,0,70,1.5,0,4.9
1,0,0,58,2,0,4.9
43,0,2,465,1,0,7.6
16,0,0,737,3,0,6.6
12,5,0,337,1,0,7.9
1,0,0,218,5,0,5.9
0,2,2,195,4,0,8.1
125,7,1,2445,2,0,9.2
2,14,0,1384,1.5,0,7.4
34,5,0,1597,2,0,8.9
1,3,1,220,3,0,7.8
0,0,0,154,2,0,6
0,0,0,57,0,0,4.3
24,8,3,10905,2,1,9.1
0,0,0,104,5,0,6.6
15,39,1,2229,3,0,10
8,0,0,119,0,0,6.1
152,52,0,7568,2,1,9.9
3,0,0,139,0,0,5.3
2,0,0,127,1,0.5,7.1
203,28,12,11634,2,0,10.4
0,0,0,27,0,0,5.1
1,0,1,541,2,0,6.4
9,0,0,532,3,0,6.2
18,0,1,894,19,0,7.3
21,3,0,2172,4.5,0,9.1
2,3,0,160,0,0,7.9
0,0,0,64,3,0,6.2
2,0,0,32,1,1,7.3
3,1,0,717,2,0,10.9
4,2,10,1582,0.5,0,9.9
6,5,12,813,0,0,8.8
81,41,1,4926,2,0,10.2
3,7,0,216,5,0,5.6
3,0,0,263,1,0,9.9
0,0,0,38,3,0,4.3
0,6,0,490,3,0,8.3
0,0,0,9,0,0,3.4
0,0,0,2335,3.5,0,8.4
2,1,12,1961,1,0,6.9
1,0,0,112,2.5,0,6.3
1,0,0,265,1,0,6.5
0,0,0,16,0,0,3.5
0,5,3,542,3,0,9.3
7,0,0,219,2,0,8
3,6,0,177,2,1,6.6
26,9,2,1718,6,0,9.7
0,0,0,8,0,0,3.5
67,8,8,8287,4,2,9.4
6,2,4,2595,9,0,11.2
2,0,0,225,2,0,5.2
0,1,0,24,1,0,5.4
14,14,0,792,1,1,8.7
12,1,0,351,2,0,6.7
2,0,0,43,0.5,0,5.2
0,1,0,214,1,0,6.3
17,1,1,734,1.5,0.5,7.8
0,1,0,59,1,0,4.6
51,1,4,910,1,0,9.8
4,0,1,86,3,0,5.7
6,0,0,1134,3.5,0,8.6
14,3,1,1065,2,0,8
36,69,1,1393,6,0,9.1
6,0,1,486,2,0,7.5
19,0,0,921,2,0,8.7
14,2,2,616,7,6,7.7
0,0,1,133,0.5,0.5,6
0,0,0,48,1,1,4.9
2,0,2,67,1.5,1.5,5.7
19,2,2,815,2,0,8
4,0,0,343,1.5,0,5.6
0,0,0,142,3,0,7.3
10,0,0,624,1,0,7.4
9,2,2,519,2.5,1.5,7.4
2,0,3,80,1.5,1,5.8
275,54,11,5023,2,2,10.3
6,0,0,474,4.5,3,7.3
67,32,22,23105,0,0,12.7
3,0,0,39,1.5,1.5,5.6
6,0,1,89,2,2,6.1
46,23,35,20683,2,0,8.8
3,0,1,111,1.5,1.5,6
15,0,0,368,4,0,7.2
22,1,0,734,2.5,0,8
12,10,2,233,10,0,6.1
5,4,0,1004,2,0,8.4
41,1,0,6344,0,0,12.5
4,0,0,234,1.5,0,5.4
5,0,1,1028,4,1,7.3
2,0,0,213,4,0.5,6.6
14,0,0,475,4,3,7.7
6,2,1,488,2.5,0,7.2
22,1,0,590,3.5,0,8.7
3,0,0,67,4,0,5.2
2,0,0,171,1,0,4.9
13,3,7,3270,0,0,8
20,0,6,1667,2,0,8.7
15,5,1,2146,3,0,8.1
14,0,0,379,1,0,7.3
17,5,0,110,10,0,9.1
3,0,1,70,2,0.5,5.6
1,2,1,269,4,0,7.8
4,0,0,270,2,0,5.4
11,0,0,356,2,0,7.9
22,49,5,2604,2.5,0,8.7
41,0,1,370,0,0,9.6
4,0,1,112,2,1,6
41,0,1,1123,1,0,8.6
0,0,0,99,0,0,7.7
7,1,0,263,5.5,3,6.5
4,0,0,267,2,0,5.7
50,4,3,3152,3,0,9.3
9,1,1,149,3.5,3,6.5
13,3,1,839,1,0,7.9
0,2,1,111,2,0,7.7
10,4,1,279,10.5,0,9.6
2,1,2,214,3,0,6.4
9,0,3,169,2.5,2.5,6.8
8,0,0,247,2,0,5.4
3,0,3,2447,1.5,0,6.4
6,0,0,162,8,1,6.4
0,0,1,104,1,0,7.4
39,0,0,1266,2.5,0,8.2
4,0,0,1820,2,0,7.3
34,0,2,284,3,3,7.6
114,89,0,3196,1,0,11.9
0,0,0,58,1.5,0.5,7.3
15,0,0,1192,1,0,9.1
10,1,0,866,3,0.5,7.9
3,8,2,285,3,1,8.5
8,0,0,486,2,0,6.1
0,0,0,57,2,0,5.3
5,12,6,3201,5,0,10
2,0,14,7308,1,0,6
5,2,0,218,2,0,7.2
0,1,25,922,0,0,11.9
0,0,0,667,2,0,4.9
3,0,6,515,1,0,6.4
1,0,0,129,3,1,5.3
2,0,0,87,3.5,0,5.8
0,0,0,38,4,0,7.2
8,0,1,94,2,0,6.2
4,5,2,260,1,0,7.2
2,0,0,148,0,0,4.9
13,0,1,653,5,1,7.7
4,2,0,449,7,0,8.2
10,2,0,257,1,0,7.3
11,8,6,3188,3.5,1,7.2
34,0,2,1269,1,0,8.2
3,0,1,43,1.5,1.5,5.8
3,22,1,393,7,0,8.6
0,14,0,185,2.5,0,5.9
6,0,3,108,1.5,1.5,6.1
52,4,0,1520,5.5,1,8.7
46,29,3,1408,18,0,10.2
12,2,5,1739,9.5,0,7.7
2,0,1,234,2.5,0,5.8
2,41,0,790,1,0,6.7
2,7,0,216,1,0,8.1
4,0,0,228,1.5,0,5.2
0,0,0,274,0,0,9.4
5,2,0,378,2,0,7.8
83,179,56,22970,1.5,0,9.8
103,1,12,4186,2,0,9.4
8,0,1,111,1,1,6.2
1,0,0,27,3,0,4.8
4,0,0,207,1.5,0,5.2
3,0,0,270,5,0,5.3
0,0,0,201,1,0,6.1
7,0,1,205,2,0.5,8.3
4,0,1,73,1,1,5.8
13,3,3,244,3,0,7
14,1,0,354,1,1,7.3
4,0,0,217,1.5,0,5.3
37,2,0,897,2,0,9.3
21,5,13,3202,1,0,8.7
1,1,0,268,2,2,6.6
15,12,1,434,13,2,9.3
0,0,0,96,4,0,4.9
9,1,4,729,3,0,7.5
0,0,0,79,2,1,8.3
2,1,2,547,1,0,6.1
6,2,2,162,5,0,6.3
7,0,1,86,2,2,6.2
5,1,0,472,1,0,7.2
3,0,0,632,2,0,7.2
0,0,0,95,2,0,4.6
17,5,0,2118,5,0,8.9
5,0,1,78,2.5,2.5,6
0,0,0,54,1,0,4.8
2,0,0,110,3,0,8.3
0,0,0,30,0,0,4
11,20,6,1207,2,0,9.2
31,3,9,7498,1,0.5,8.7
0,1,0,68,1,0,5.9
9,0,1,138,2,2,6.5
3,0,0,25,3,3,6.6
2,0,0,142,4,0,4.9
0,0,0,21,0,1,5.1
0,1,0,272,1,0,6.5
0,0,0,98,2,0,5.3
57,4,3,3024,4,3,9.5
8,7,2,775,2,3,7.4
4,0,0,99,2,1,7.1
3,0,1,163,1,1,6.2
0,0,0,24,1,0,3.6
0,0,0,89,3.5,0,4.1
125,50,6,19793,1,0,11.2
0,0,2,75,1,1,5.4
40,1,0,813,1,0,8.1
4,0,0,156,1.5,1,7.2
6,6,0,254,5,0,8.2
10,0,1,229,2,2,6.8
27,0,0,524,4,0,7.3
5,1,0,129,4.5,3.5,6.6
9,0,0,284,3,0,8
0,0,0,41,5,0,4.4
14,9,2,1752,2.5,1,8.6
4,0,1,156,5,0,6.1
14,18,0,541,3,0,6.5
7,0,0,135,3,3,6.5
5,0,0,380,1,0,8.5
9,0,0,590,6,1,6.7
0,74,0,471,2,0,7.8
4,0,0,151,1.5,1,7.2
3,0,0,978,0.5,0,8.4
3,1,0,727,0.5,0,9.5
5,0,0,269,5,0,5.4
7,0,0,151,2,2,6.7
0,0,0,331,1,0,5.7
1,0,6,2236,8,1,5.3
15,0,0,920,5.5,11,7.8
1,0,0,87,5,0,5.2
0,0,0,28,1,0,7.4
6,0,0,102,3.5,3.5,6.2
27,0,7,4291,5,0,7.7
47,24,4,3753,2,0,9.4
3,3,1,135,3,0,7.3
0,0,0,55,4,0,4.4
4,0,0,97,2,1,7.1
1,0,1,151,2,0,8.4
8,0,1,221,2.5,2.5,7
10,3,0,438,4,0,7.4
0,0,0,649,0,0,6.6
1,0,0,144,1,1,7
4,0,1,306,3,0,7.2
38,7,7,1370,3,0,8.2
1,0,0,2028,0,0,10.2
11,7,2,89,3,3,7.9
8,8,1,575,4,0,8.4
5,0,1,138,3,3,6.7
7,1,0,456,1.5,0,8.8
36,5,2,912,11,1,8.4
3,0,0,404,3,0,6.8
6,2,2,130,3,1.5,6.5
109,8,10,2192,4.5,0,11.9
4,7,8,5676,29,2,7.4
2,1,0,57,1,0,5.8
0,0,1,61,0.5,0,6.2
0,4,0,29,1.5,0,4
154,0,0,1160,2,2,10
3,9,2,244,0,0,6.8
53,2,2,409,4.5,0,9.7
4,1,1,77,1,1,5.8
0,0,0,32,0,0,5.3
0,0,0,14,0,0,4.2
5,0,0,147,1,1,6.5
1,0,0,13,0,0,4.5
0,0,0,128,3,0.5,4.9
3,0,1,79,2,1.5,5.8
0,0,0,283,5,0,5.8
13,68,2,2364,4.5,0,8.3
22,9,2,1212,16,0,8.9
6,0,0,130,0.5,0,8.5
5,0,1,112,2,2,6.6
3,1,1,1161,1,0,9.2
0,40,0,468,14,7,9.8
6,0,1,123,1.5,1.5,6.2
5,0,1,231,1,0,5.6
9,0,1,114,4,4,6.5
13,2,24,12430,2,0,9
2,32,0,546,2.5,0.5,7.5
17,5,3,1728,4,0,8.6
16,45,1,1009,2.5,0,8.8
4,3,0,148,1.5,0,8
7,1,0,713,1.5,0,7.8
11,0,1,214,3,3,6.9
0,0,0,118,9,1,6.9
0,0,4,6023,0,0,4.7
6,4,0,637,2,0,7
5,0,0,147,1,1,7.4
5,0,0,1392,4,0,7.2
0,0,0,34,4,0,4.2
2,6,0,192,0,0,7.5
8,0,1,140,2,2,6.4
1,3,1,195,3,0,7.3
3,0,0,350,2,0,6.2
227,20,4,5977,6,0,9.9
20,17,0,4050,2,0,9.4
4,0,1,69,2,2,5.8
3,0,1,146,0.5,0,6.4
9,0,1,451,3,0,8.4
10,3,0,914,2.5,0,7.4
2,22,1,782,13.5,5,10.4
11,0,0,440,6,1,7.2
1,0,0,107,0,0,5
3,0,1,70,2,2,5.8
0,0,0,79,4,0,6.4
3,0,1,63,1.5,1.5,5.6
0,0,0,15,0,0,6.4
0,0,0,91,0,0,5.7
7,6,0,2539,14,1,7.7
0,0,0,47,4,0,5
0,0,0,73,1,1,5.1
2,0,0,72,1.5,1.5,5.7
0,0,1,350,0,0,3.5
0,0,0,54,0.5,0,5
40,47,6,5294,1,1,10.5
1,0,1,216,1,0,5.5
0,5,0,609,5.5,0,8.2
0,0,0,9,0,0,4.2
0,0,0,76,1.5,0,4.9
59,0,0,1780,2,0,8.6
0,0,0,34,0,0,4.6
47,16,0,4153,1,0,9
3,0,1,137,1,0,5.9
0,0,0,122,1,0,4.8
11,0,0,337,1,0,6.5
9,1,0,307,7,6,8.1
5,2,0,743,4,0.5,7.3
0,0,0,97,10,4,5.3
3,0,1,73,1,1,5.8
0,0,0,105,2,0,5.7
0,0,0,42,1,0,3.9
48,2,6,14962,3,0,11
9,1,3,169,1,1,6.5
0,0,0,174,0.5,0,7.4
0,0,0,227,4.5,0.5,5.2
4,1,0,387,1.5,0,6.7
14,1,0,232,10.5,4,9.9
0,2,2,1368,3,0,8.9
6,0,1,101,2.5,2.5,6.2
1,0,1,273,3,0,8.4
0,0,0,39,1,0,6
8,3,0,799,2.5,0.5,8.5
3,0,0,319,2,0,7
1,0,5,611,0,0,7.3
5,0,0,534,2,0,7.5
3,0,1,439,1,1,7.3
3,2,0,160,1,0,7.3
0,0,0,181,3.5,0,4.7
2,4,2,1156,4,0,10.3
0,0,0,34,1,0,5.8
2,0,3,138,3,0,7.7
2,0,0,131,1.5,0,5.3
11,0,3,220,2,1,6.8
4,2,0,386,1,0,6.5
39,24,4,1313,5,0,9.7
31,4,0,1225,3.5,0,8.2
0,0,0,49,1,0,3.8
