"McCC","WMC","NL","scores_ANN"
1.4,45,2,5.1
5,5,1,2.1
2.6,145,5,7.2
2.6,10,0,5.2
1.8,37,3,4.3
2.4,23,2,4.2
2.2,2,1,2.9
2.2,1,0,2.8
2.2,0,0,2
2.2,23,3,4
1.5,0,0,4.7
1.5,1,0,3.7
1.5,22,2,5.7
1.5,7,1,5.7
2.5,4,2,2.1
1.6,13,1,4
3.7,4,1,3.3
1.5,2,0,3
2.2,7,4,3
1.9,4,1,2.5
1.9,19,2,4.2
2.8,8,3,2.1
2.8,3,0,3.8
1.4,5,1,5.3
1.4,25,3,4.1
1.6,11,1,3.3
1.4,19,1,4.4
1.5,31,3,5.1
1.4,5,0,6.9
1.4,103,3,5.9
3.6,7,0,4.6
3.6,5,1,4.9
3.6,64,4,4.9
3.6,0,0,4.7
1,22,1,4.5
1.7,15,2,2.6
1.7,10,0,3.2
1.7,18,4,2.7
1.6,12,1,4
1.5,2,1,5.6
1.6,3,2,3.5
1.6,16,2,4.4
1.6,0,0,4.7
1.6,11,2,2.6
1.6,1,0,5.9
1.5,4,0,1.4
2,16,2,2.1
1.3,28,2,4.7
2.8,254,5,8.8
1.3,25,2,4.3
1.2,10,1,3.3
2.8,98,4,5.1
5,0,0,4.7
5,115,8,4.3
2.4,4,0,2.8
2.4,83,3,3.9
2,10,4,4.6
2,22,2,4.1
2,3,1,5.8
1.4,19,3,4.5
1.7,3,1,2.3
1.7,18,1,2.8
1.5,2,1,4.6
1.2,22,1,4.2
3,6,1,2.8
3,0,0,4.7
3,125,5,6.5
3,25,3,2.7
3,2,1,4
1.5,11,1,2.3
1.5,3,0,4.9
2.5,79,3,5.1
5,5,3,5.2
1.1,9,1,5.3
1.1,14,1,4.5
2.2,12,3,3.4
2.2,27,2,4.9
2.2,2,1,2.1
14.3,11,2,5.7
14.3,3,0,4.5
14.3,273,3,6.4
3.1,33,5,2.7
3.1,4,0,4.5
3.1,1,0,5.3
3.1,5,1,5.4
1.3,5,0,3.2
1.5,37,1,5.8
1.5,22,2,4.2
1.5,4,1,2.4
1.2,8,1,3
3.4,0,0,1.8
3.4,151,3,6.6
2.4,45,2,3.9
2.4,1,0,2.7
1.3,8,2,5.6
1.3,12,0,3.7
1.1,4,0,3.9
2.5,26,4,2.8
2.5,2,1,5.6
1.5,4,1,0.8
3,6,3,2.9
2.4,49,3,4.8
3.1,52,4,4.4
1.6,8,1,2.8
2.3,5,0,7.1
2.3,8,1,5.1
2.3,23,3,6.1
2.3,2,0,2.6
1.9,38,4,4.7
3.5,7,2,1.8
2,0,0,0.7
2,24,2,4.4
1.5,9,1,4.3
2.6,0,0,4.7
2.6,15,1,5.9
2.6,69,4,6.2
4,12,1,3.2
4.3,3,2,4.6
4.3,10,3,1.6
1.2,11,1,4.4
2.2,17,4,2.4
1.6,16,3,4.6
1.7,19,3,4.2
1.1,14,0,4.1
1.9,8,3,4.3
1.5,4,0,6.8
2.7,16,1,2.6
1.1,8,0,7
1.1,2,0,6.3
1,14,0,4.1
2.8,4,0,2.8
2.5,5,2,4.1
3.7,22,3,1.8
2.7,11,1,4.5
1.8,48,1,3.8
5.9,33,2,6.9
5.9,2,0,5.8
5.9,232,12,3.7
5.9,4,0,3.5
2.1,22,4,3.9
1.4,8,1,3.9
1.4,5,1,2.5
1.9,31,2,4.1
2.5,33,3,6.4
2.5,5,0,4.6
1.5,8,1,1.7
1.5,19,2,4.2
2.9,20,2,2.6
2.2,45,3,4.7
2.2,33,8,3.1
2.2,5,2,5.2
2.2,13,1,7.1
2.2,4,0,5.3
1.8,25,2,4.1
1.3,14,1,4.2
3.7,41,6,6.2
1.7,31,3,4.7
1.7,9,2,3.9
2.6,16,6,2.3
1.4,10,1,4
1.4,13,1,3
2,10,2,2.5
1.3,11,0,5.4
1.3,27,2,6.8
1.5,19,2,4.1
1.3,45,2,4.9
1.5,10,2,2.5
3.1,1,0,4.4
3.1,76,3,7.4
4.5,9,3,2.7
1.5,7,1,2.6
1.5,7,4,4.8
1.5,32,2,7.6
1.1,16,0,4.2
1.1,6,1,2.3
1.7,0,0,2.6
1.7,17,3,4
1.7,13,1,2.5
3.7,26,2,6
1,14,2,3.4
4.8,23,3,3.2
1.1,43,1,4.9
1.4,13,2,4.8
2.4,10,1,1.9
4.3,13,4,2.6
2.4,71,3,5.7
1.1,7,0,4.1
2.8,14,1,3.4
4,12,2,2.6
2.2,6,1,2.5
1.4,9,2,2.8
1.4,8,1,7
1.4,11,2,3.2
2.9,5,1,4.2
2.9,1,0,2.1
2.9,82,2,2.9
3,133,2,4.4
2,6,2,2.9
1.7,19,2,2.9
1.2,9,1,4.3
4.1,466,2,5.4
1.5,3,2,3.9
1.1,14,1,3.9
3.4,130,2,4.3
2.4,17,4,2.5
1.1,13,1,7.1
2.8,78,2,4
2.8,40,4,2.6
2.8,22,3,2.9
2.6,57,3,3.3
1.3,5,0,5.1
1.3,7,1,2.6
2,6,2,4.8
2.5,2,0,2.5
5.1,1,0,0.7
5.1,79,4,5.1
5.1,0,0,1.8
5.1,1,0,1.9
1.8,38,2,4.8
1.4,9,1,3.8
2,130,3,4.7
1.2,21,1,4.9
2.4,84,1,5.9
2.4,2,0,2
1.6,14,3,4.4
2.3,21,3,4.5
1.8,21,2,4.8
1.8,3,1,2.5
3,6,2,2.9
2.2,3,0,2.1
2.2,5,2,1.6
1.1,4,0,5.8
1.8,14,2,3.3
1.7,17,2,4.4
2.1,15,3,3.6
2.1,3,0,2.1
3.6,68,4,4.5
3.6,3,0,2.1
3.6,1,0,1.4
1.1,1,0,4.4
1.8,11,1,3.5
3,7,3,1.4
1.9,12,2,4.8
1.6,11,2,4.3
3.8,55,2,4.9
2.8,6,1,2.9
2.8,8,3,3
7,7,1,2.9
3.1,107,2,3.2
1.6,14,1,4.4
1,1,1,2.1
2.2,25,3,6.5
2.6,5,2,5.5
2.6,56,2,3.7
2.6,7,1,6.2
2.3,7,3,3
1.8,27,4,6
1.6,23,2,2.8
2.1,16,4,2.4
29.5,59,15,3.3
1.7,44,2,4.6
1.7,5,0,2.3
1.6,5,2,2.1
1.6,22,1,4.3
6.2,1,0,1.4
1.9,16,4,2.5
1.9,7,1,2.8
1,10,0,4.8
1.4,25,3,3.9
2.3,6,2,1.4
3,45,4,2.7
1.1,14,1,3.8
1.7,10,0,6
1.7,5,0,3.7
1.5,7,3,2.2
1.5,2,0,1.4
2.4,42,4,5.6
3,9,5,3
4.2,3,0,2.7
4.2,1093,5,7.2
4.3,65,5,5
2.2,4,0,3
1.6,10,1,5.2
1.5,6,1,4.2
1.6,18,3,3.9
1.6,16,2,3.4
1.4,14,3,5.6
1.2,5,1,4.2
1.2,12,0,3.7
1.2,6,3,4.6
1.3,7,0,3.3
2.3,37,2,3.9
3.1,2,1,2.6
3.1,2,1,4.3
3.1,95,7,5.4
3.1,2,1,2.9
3.1,6,0,3.2
3.7,11,2,3
1.3,7,0,4.3
2,13,1,4.4
2,71,2,4.2
1.6,30,2,5.6
1.8,6,1,3.9
1.4,11,1,4.3
2.4,5,1,2.5
2.4,2,0,1.6
2.4,29,2,4.6
2.4,5,2,2.7
1.3,128,1,6
3.2,19,3,5.8
1.3,2,1,4.8
1.2,20,1,4.6
1.6,26,2,4.7
1.5,48,2,5.7
3.7,21,2,4
2,29,2,6.8
2.4,12,3,5.4
2.1,46,2,4.4
2.1,1,0,4.5
1.2,1,0,7.3
1.6,13,2,2.6
1.6,1,0,1.7
3,189,7,5.6
1.1,7,1,4.3
1.7,5,3,2.9
1.7,17,2,2.9
1.7,7,0,3.9
1.6,155,2,6.5
1.6,24,2,4.6
1.5,20,3,4.5
1,21,0,3.1
1.8,22,2,4.8
2.1,20,3,2.5
2.1,2,0,4.3
1.3,14,1,2.4
1,47,0,5.8
1.4,9,1,1.9
1,36,1,4.9
2.1,2,0,3.4
2.1,15,2,1.6
1.5,18,3,4.4
1.1,5,0,5.6
2,14,2,3.4
2.7,32,4,3.5
1,2,1,2.9
2.5,25,6,3.4
1.1,9,0,3.4
1.2,12,1,4.4
1.2,8,0,3.9
1.4,8,1,3.6
1.4,1,0,4.3
1.7,11,1,3
2,10,3,2.6
2,6,0,2.8
1.5,6,3,3.3
4.1,0,0,1.9
4.1,29,4,3
1.6,7,1,7.5
1.6,5,3,5.2
1.6,1,0,5
1.6,1,0,3.7
1.6,4,1,4.6
2.9,46,1,5
2,17,3,3.8
1.4,4,1,2.1
3.4,17,4,2.2
2.3,16,4,2.6
2.9,23,5,3.8
1.1,38,2,7.1
3,15,2,2.2
1,23,1,4.7
4,4,1,4.4
1.5,28,1,4.3
1.6,6,2,2
3,66,3,5.4
3,14,2,5.1
2.6,3,0,4.5
2.6,10,2,4.7
8,16,2,4.4
1.2,1,0,2.4
1.2,14,1,4
1.5,2,0,3.9
1.6,14,1,3.9
2.4,58,4,6.1
2.4,9,1,5.3
2.4,6,1,6.5
2.2,4,1,2.7
1.7,30,3,4.3
1.3,10,2,5.2
1.5,14,2,4.9
2.5,26,3,3.4
2.5,11,1,4.7
1.8,5,1,4.1
1.8,21,1,4.1
5,15,2,2.4
1.3,21,0,4
1.3,2,0,4
2.5,4,1,2.5
3.2,28,2,2.5
5,5,2,3.1
1.5,0,0,1.4
1.6,14,2,3.3
8.5,0,0,1.9
8.5,17,1,2.5
7,35,5,4.5
1.1,78,2,6.3
1,7,0,1.6
5.1,59,5,4.5
5.1,3,0,4.5
5.1,3,2,2.6
1.6,0,0,1.4
1.2,22,1,2.7
3.7,10,1,1.2
3.7,0,0,1.9
3.7,1,0,2.3
1.1,8,1,5.5
1.7,11,2,3
8,32,4,1.5
1.6,2,1,5.8
1.6,6,3,6.5
3.2,70,8,5.3
3.4,27,3,2.3
2,2,0,6.1
1.7,0,0,0.1
4.7,12,3,2
4.7,2,0,2.3
1.4,13,2,6.4
2.1,6,1,5.7
2.1,0,0,4.8
2.1,7,1,5.7
2.1,0,0,6.4
1,4,0,7.7
1.9,84,5,3.7
1,27,0,6
1.2,8,1,4
1.2,3,0,4.4
3.6,43,4,3.3
1.8,28,3,4
2.1,44,5,3.3
2.1,7,0,4.2
1.9,4,0,4.4
1.9,58,4,3.1
1.3,18,1,4.5
1.8,33,2,4.8
1.8,3,0,2.8
9.4,141,11,4.7
1.6,24,2,2.6
1.4,7,1,1.5
1.1,18,0,2.9
2.6,27,3,4.6
2.6,8,1,3
2.6,27,3,2.4
2.2,4,0,3.3
2.2,37,1,3.5
1.1,18,1,6.6
1.2,10,1,6.3
1.6,8,1,6.2
1.6,21,1,7.1
1.2,9,0,3.8
2.7,8,4,1.9
2.7,2,0,2.5
2.5,10,1,3.7
2.7,19,2,3.2
1.2,15,2,5.7
1.4,23,2,4.4
1.9,21,3,3.1
1.9,3,2,1.8
1.9,12,2,3.6
1.2,15,3,3
1.1,3,0,1.2
1.5,13,1,5.9
1.5,31,4,6.4
1.5,3,1,5.7
1.3,30,1,3.7
1.4,24,1,2.9
1.4,4,0,2.1
5.1,9,0,5.3
5.1,262,21,6
5.1,2,1,1.5
1.9,52,1,5.1
2.2,4,1,5.6
1.4,8,1,2.7
1,58,0,6.3
3.4,17,3,3.2
2.2,20,2,3.6
1.2,6,1,6.2
1.2,6,0,9.5
1.3,5,0,3.4
1.3,7,2,2.8
1.2,44,3,6.2
2.3,116,3,3.6
2.3,4,0,2.8
3.6,4,1,2
3.6,3,1,3.2
1.2,14,2,3.6
2.4,33,3,3.3
2.7,33,4,5.5
3,1,0,2.1
3,20,3,5.1
1.3,38,2,4.6
1.3,25,2,4.4
3,3,1,2.8
2,24,4,3.1
1.3,2,0,4.8
1.3,2,1,2.8
2,31,2,3.2
2.5,5,2,2
1.1,9,1,4.2
2.3,7,1,6.4
1,6,0,5.9
1.5,7,1,2.8
1.3,19,3,3.2
1.3,10,2,2
2.2,21,2,2.6
2.2,11,3,4.1
1,17,0,4.5
2.4,18,2,2.6
3.6,122,4,5.2
3.6,1,0,5.4
1.8,26,2,3.4
2,35,3,5.7
2,9,1,2.4
1.4,9,1,4.3
3,54,2,5
2,7,1,2.3
1.1,19,2,6.3
1,95,0,6.7
1.8,16,2,3.4
2,28,2,4.8
8,32,5,3
4.5,18,3,1.2
2.2,9,1,3.7
1.3,6,1,4.2
1.3,4,1,0.3
2.3,19,3,2.2
2.3,11,2,3.4
1.4,15,0,7.6
2.2,2,0,3.3
2.2,35,4,3.9
2,4,2,3.5
2.2,13,4,3
1.4,13,1,4.4
1.2,7,0,2.5
3.4,24,3,3.6
1.3,10,1,2.4
1.8,16,1,6
1.8,15,3,4.7
3.3,108,4,5.5
3.3,12,2,2.4
1.7,12,3,2.9
2.2,43,4,3.9
1.4,11,1,9.4
1.4,9,3,4.7
1.5,15,2,5.5
2.7,6,2,4.1
2.7,3,0,4.5
2.7,1,0,5.3
2.7,33,4,4.6
1.2,84,2,5.4
1.2,15,1,3.8
2.3,7,2,2.7
1.2,5,2,4.8
3.4,44,3,4.4
8,8,4,2.3
2,22,1,4.9
3.4,5,1,6.3
3.4,113,6,4.8
5.5,0,0,0.9
5.5,148,6,5
3.6,5,1,3.1
3.6,31,4,4.9
2.8,25,5,2.8
2.3,21,2,2.5
1.6,13,0,6.6
1.5,3,1,6.7
1.2,8,1,4.3
1.3,16,2,3.1
2.1,34,3,5.1
2.6,83,2,4.1
3.4,37,4,4.3
1.2,12,1,4.6
1.9,16,2,4.4
1.9,1,0,7.7
1.3,23,1,3.5
1.6,24,1,4.9
2.2,20,3,2.9
2.8,94,2,4.2
1.4,11,2,4.5
1.4,4,1,1.6
1.5,0,0,3.9
1.5,5,0,4.7
2.3,13,5,8.2
1.4,30,1,4.3
1.4,98,2,5.7
1.7,24,3,4.5
1.3,9,1,5.3
1.1,18,1,5.6
1.5,120,2,5.9
1.5,9,3,2.8
1.8,11,2,2.6
3.4,16,3,5.1
3.4,1,0,4.9
1.1,3,0,2.9
1.1,9,1,8.1
1.1,20,1,4.6
9.2,46,5,4.4
1,2,0,7.7
2.4,17,2,3.1
2.4,44,4,4.6
2.4,1,0,2.6
2.4,8,0,0.7
6.5,13,5,0.8
1.3,21,1,4.5
1.4,19,1,2.5
1.1,4,0,3.3
1.1,4,1,3.6
1.1,8,0,0.7
1.1,4,1,1.5
1,1,0,7.7
1.6,10,2,1.7
4,12,3,3.2
1.9,7,1,4.2
1.9,9,0,4.5
1.9,29,4,2.4
1.3,26,2,3.6
1.2,11,1,5.1
2,8,2,2.6
1.2,3,2,3.9
2.1,6,1,6.4
2.1,2,1,6
2.1,4,3,5.2
1,10,0,4.5
1.9,30,3,3.8
1.9,114,3,5.6
1.6,6,0,3.6
1.1,1,0,7.7
1.1,10,1,2.3
1.1,84,1,6.6
2.6,1,0,4.1
2.6,41,3,4.1
1.7,5,2,2.9
1.7,4,1,4.2
1.2,3,0,1.9
1.4,30,1,4.9
2.5,15,4,1.9
1.5,20,1,6.8
1.5,15,3,5.9
1.5,11,1,2.9
1.1,14,1,3.4
3.9,39,3,4
1.9,2,0,7.8
1.9,3,0,5.6
1.3,10,2,3.5
1.4,1,0,7.1
1.4,6,1,5.5
1.2,19,1,6.6
1.2,9,1,2.7
1.1,14,1,4.7
8,63,6,2.4
2.9,26,6,3.8
1.7,10,1,1.7
2.3,42,4,4.8
2.3,21,1,5.8
2.6,69,3,4.6
2.6,4,0,2.4
4.2,297,5,5.9
4.2,28,8,6.8
1.4,9,1,4
1.1,1,0,0.1
3,1,0,1.4
3,23,2,3
1.7,5,1,4.7
8.4,42,7,0.6
1.7,11,2,5.3
5,3,0,2.5
5,17,3,1.5
1.7,5,0,6.1
1.7,13,2,6.1
1.9,13,2,2.8
1.2,6,0,5.1
1.1,17,1,4
2.9,36,4,8.2
2.9,12,4,7
2.9,17,2,6.7
1.8,0,0,4.9
1.8,10,1,1.8
1.8,4,1,6.6
1.2,2,1,4.5
1.9,7,1,2.3
1.9,6,0,2.9
1,2,0,7.8
4.5,1,0,3.4
4.5,8,3,5.2
2.3,16,5,3.6
1.1,30,0,4
1.6,2,0,4.6
1.4,5,2,3
1,5,0,0.6
1,38,1,4.8
1.9,23,5,3.6
1.9,5,0,4
1.8,56,3,4.3
1.8,4,0,5.3
1.9,2,0,2.5
4.2,17,2,0.9
1.1,17,0,7.2
2.7,35,4,3.5
3.1,37,3,6.4
7,14,4,0.3
1,36,1,4.2
1.4,3,1,2.7
1.4,3,1,4.5
1.4,14,1,3.1
1.5,21,2,4.1
2.8,4,1,5.6
2.8,17,0,4.3
2.8,115,4,7.3
1,27,0,5.5
2.8,11,3,3.3
1.4,58,1,5.4
1.8,7,1,4.2
1.2,0,0,4.9
1.2,40,2,6.4
1,18,0,5
2.5,14,3,0.8
2.5,10,1,4.2
1.8,11,3,3.5
3,33,6,4.4
1.5,14,3,2.3
1.3,34,2,4
1.6,11,3,2.1
1.3,15,0,3.3
1.3,18,2,5.8
1.3,6,0,7
1,26,0,4.5
2,8,1,3.2
1.1,16,1,3.4
2,45,1,3.8
2,4,0,5.3
4.5,0,0,1.9
4.5,9,2,2.5
1.2,1,0,7.7
1.2,2,1,5.8
2.3,2,0,2.5
2.3,41,3,4.1
1,8,0,5.3
3.2,109,3,8.1
3.2,5,1,5.1
1.5,3,2,4.3
1,14,0,4.3
1.5,2,0,3.1
1.8,15,2,5.2
1.3,5,1,2.5
1.3,32,2,4.8
1.3,21,2,5.4
1,3,0,6.7
1.1,15,1,3.9
1.5,9,2,1.9
2.5,10,3,2.2
1.8,25,3,4.2
2,8,2,3.3
3.2,1,0,7.7
3.2,33,3,4.6
1.8,8,2,3.3
1.2,1,0,0.8
18.2,4,0,7.6
18.2,285,4,6.3
18.2,2,1,4.3
1.5,8,2,3.3
1.5,11,1,3.4
1.1,2,0,0.3
1.6,23,3,4.5
1.6,18,2,3.4
2.1,37,3,4.3
1.7,25,2,6.2
1.7,29,4,4.8
1.4,10,1,5.2
3,122,2,4.4
4.1,86,5,7.4
1.1,11,1,2.3
3,24,3,1.7
6.1,26,1,3.8
6.1,6,1,4.1
6.1,150,10,5.3
5.4,27,5,5.2
8,191,9,5.4
2,110,3,4.7
2,3,0,2.3
2.3,20,2,1.1
1.4,6,1,6.5
1.4,8,1,2.6
1.4,14,2,4
1.6,2,1,4.3
1.6,1,1,2.7
1.6,23,2,4.1
1.7,8,2,3.2
1.9,30,3,4.2
1.4,8,2,3.2
1.3,29,1,5.3
1.3,3,1,2.4
2.1,18,3,3.5
2.1,13,1,3.2
1.7,31,2,5.2
1.7,9,1,5.2
1.7,37,3,4
4,8,3,2.2
1.2,299,2,8.7
4,0,0,1.9
1.9,36,1,3.9
1.9,7,0,3
1.2,10,0,5.4
1.2,28,2,4.9
1.2,18,0,3.3
1.7,7,0,5.6
1.7,2,1,3.8
2.1,41,3,4.1
1,17,0,6.7
3.3,0,0,1.2
3.3,58,4,2
2.5,10,3,2.6
3,18,3,4.7
1.6,7,1,5.4
5.8,76,4,4.4
3.8,49,6,4.2
1.7,25,1,3.7
1.3,126,2,5.1
4,3,1,7
4,383,7,7.2
4,4,0,4.3
1.5,0,0,4.4
1.4,2,0,5
3.2,4,0,2.8
3.2,174,2,4.6
1.7,15,1,4.1
1.7,33,1,3.9
5,15,4,2.6
3,137,2,4.5
1.6,27,1,5.7
3.5,20,2,3.1
3.5,259,2,4.9
1.2,16,1,8.4
1,30,0,7
3,101,2,4.2
10.9,108,5,5
2.5,83,2,4.1
3.6,0,0,0.9
3.6,270,2,5
1.2,121,2,6.6
2.5,1,1,2.5
2.5,5,0,2.7
2.2,55,2,3.9
1.6,3,0,2
1.6,13,3,3.1
1.3,54,1,3.8
1.4,20,3,2.7
1.7,13,1,3.2
1.7,7,2,1.8
2.6,13,1,2.4
1.4,17,0,6.1
2.2,20,3,3.5
1.6,6,1,4.1
1.6,2,0,3.4
1.5,2,1,2.8
3,120,2,4.3
1.4,6,0,3.4
1.3,3,1,2.1
1.9,55,2,3.9
1.4,9,3,3.5
1.4,2,2,0.7
1,25,0,4.5
1.4,46,5,6.6
1.2,21,2,4.2
1.4,3,1,2.3
2.2,45,2,6.2
2.2,15,1,5.6
2,2,2,0.7
2.3,11,1,2.8
2.3,4,1,3
1.1,0,0,3.9
1.5,4,0,2.3
1.5,4,1,3.1
4,40,4,3.9
2.1,44,4,3.8
2,6,1,7.3
2,3,0,3.9
2,46,3,4.5
2,3,0,6.7
2,4,0,7.4
2,50,4,5.1
2,20,1,2.8
2,26,3,4.9
2,15,2,2.5
2,8,2,2.5
2.7,16,4,2.4
2.5,28,1,3.6
2.1,88,4,5.6
1.6,10,1,2.4
3.3,89,5,6.7
1.7,27,1,5
1.1,2,0,3.6
1.1,7,0,2.9
3.8,19,4,2
2.1,80,2,4.1
2.1,14,2,2.6
2.8,98,2,4.2
1.3,35,2,4.5
3.1,25,5,3.9
3.1,15,1,4.6
1.6,40,1,5.5
1.6,11,2,2.9
6.5,126,3,3.2
6.5,3,0,2.1
6.5,1,0,1.9
1.7,23,1,1.9
1.7,52,2,7.5
2,56,5,4.7
6,6,3,4.6
1.6,30,6,4.3
1.6,72,3,6.2
1.5,6,0,2.5
1.5,8,1,6.2
1.5,1,1,0.7
1.5,19,1,4.2
1.2,2,2,0.7
2.4,4,0,2.2
2.4,8,4,2.2
1.8,10,1,5.7
1.8,47,6,4.3
4.3,1,0,3.8
1.2,1,1,0.7
4.5,27,4,4
1.2,15,1,4.5
1.2,2,0,6.9
12,36,5,0.4
1,22,1,4.4
1,165,1,6.6
1,10,0,2.5
1.5,17,0,4.7
1.5,20,1,3.3
1.5,12,1,4.1
5.8,46,3,5.9
3,12,1,3.5
3.8,37,2,3.2
1.6,6,2,3.4
5.5,138,4,4.9
2,4,1,6.8
2,32,3,4.3
1.6,5,2,6.4
1.6,19,3,3.8
1.6,19,2,6.3
1.6,56,2,5.6
1,11,1,2.5
7.5,1,0,3.5
1,14,0,6.6
1.9,23,1,3.5
1.9,58,3,4.2
4,9,3,5
4,3,1,2.2
1.8,32,3,5.2
1.8,2,0,7.8
2,14,2,3.6
1.8,9,0,6.2
1.8,18,1,3.3
4.5,9,1,1.6
6,12,3,3.8
1.9,3,0,5.9
1.9,1,0,7.1
1.9,4,1,5.5
1.3,19,1,2.8
1.8,16,1,3.2
1.3,15,1,2.5
1.1,17,1,3.1
1.6,7,2,5.1
1.8,14,1,3.1
1.3,26,1,7.1
1,3,0,1.1
1.4,26,2,5.4
10.3,0,0,1.9
1.8,9,1,1.7
1.9,15,2,3.2
1.6,10,2,4
1.8,28,2,4
2.4,18,4,2.8
2.4,1,0,4
2.4,3,1,4.3
1.3,1,0,4.3
1.3,2,0,4.6
2,19,1,8.2
2,5,2,5.1
2,4,0,4.7
2.7,55,4,4.6
2.7,1,0,4.6
2.4,1,0,3.6
2.4,70,2,4
1.4,10,1,3
2.5,13,3,4.6
2.2,32,3,6.5
2.2,4,1,3.3
1.8,8,2,3.5
1,28,0,6.9
1.4,33,1,5.7
1.7,6,0,6.2
1.7,13,2,5.9
2.8,11,2,2.5
2.8,11,2,3.5
1.9,21,2,4
1.8,17,2,4.9
1.8,10,0,6.7
2.5,25,2,3.3
1.4,3,1,1.1
2.6,2,0,2
2.4,30,1,3.2
3.8,23,3,4.6
2,11,2,3.9
1.8,24,3,4.8
1.8,8,0,4.9
1.8,4,0,3.1
1.8,5,1,4.7
1.4,4,1,2.3
1.3,117,2,7.7
1.2,220,2,7.3
2.1,12,1,2.7
2.1,4,1,1.7
3.4,24,4,3.3
1.2,11,0,3.5
1.1,4,1,4.1
1.1,5,0,5.7
5.2,42,5,4.3
3,23,6,3.5
3,10,2,4
1.4,32,3,3.8
1.7,6,2,0.3
1.3,1,0,6.7
2,3,0,2.6
2,5,3,1.4
1.6,0,0,0
2.1,14,1,4.2
2.1,28,2,5.3
2.1,13,2,4.6
2.1,13,1,5.3
2,8,1,3.5
1.6,9,1,2.9
1.6,13,1,2.2
1.6,36,2,4.9
2.2,1,0,5
2.2,9,1,4.5
2.2,11,1,4.5
2.2,34,4,4.3
2,6,2,1.2
1,8,0,6.7
1.7,5,3,2
1.7,2,0,2.8
2.1,3,0,4.6
2.1,199,3,5.3
2.1,1,0,7
2.1,10,1,4.9
3.9,262,3,5.1
2.5,20,3,3.6
1.7,9,2,2.8
3.5,3,0,4.3
3.5,49,2,6.3
7.6,190,8,4.9
2.6,6,3,4.6
2.6,5,0,4.9
2.6,5,1,2.5
2.6,10,4,2.9
1.4,60,2,4.8
1.5,15,1,3.4
1.1,7,0,5.2
1.1,1,0,7
1.5,25,1,4
1.2,15,2,2.3
1.1,4,1,3
3.7,44,4,3.5
1.3,1,0,3.3
1.3,7,2,4.2
1.1,7,0,3.7
3.1,3,2,4.1
2.1,11,1,2.4
1.8,3,1,4.3
1.8,61,2,5.8
1.8,1,0,7.5
1.1,25,0,4.9
2.4,47,1,3.4
1.3,7,2,3.7
3.3,55,3,3.1
4,1,0,1.8
4,10,1,3.2
4,1,0,4.6
3.9,9,2,3
3.9,22,4,1.5
2.1,14,3,2.1
1.5,3,2,4.2
1.5,2,0,4.6
1.5,7,1,4.1
2,9,1,3.1
2,19,2,2
2,2,0,6.7
2,3,0,5.9
1.2,4,1,5.1
1,6,0,1.7
1.3,38,1,3.9
1.9,14,1,5.3
1.9,26,4,4.6
1.9,1,0,7
2.3,14,0,3.9
2.3,121,5,6.6
1.1,26,1,5.9
2.3,1,0,1
2.3,22,2,2.4
1.9,2,1,1.6
1.9,12,2,0.6
1.9,1,0,4.4
1,9,0,5.8
1.1,89,3,6.6
1.1,18,0,5.7
3.2,13,3,2.9
1,3,1,4.7
1,0,0,5
1.2,23,1,5.7
1.2,0,0,5
1.1,72,2,6.4
1.7,6,2,5.1
1.7,21,3,5.5
2,8,1,4.1
1.1,17,2,3.3
2.8,7,1,1.6
2.8,4,1,2.4
2.3,1,0,1.4
2.3,20,2,4.4
1.5,5,1,3.9
2.8,35,4,5.9
2.8,2,1,4.7
8,8,3,1.4
1.6,3,1,1.6
3,74,4,2.7
3,10,2,2.8
1.1,13,0,4.4
1.1,32,1,6.4
2.4,6,2,7.3
2.4,38,5,5.6
2.4,5,0,6.6
2.4,1,0,6
1,15,0,6.1
1.3,14,2,4
1.3,4,0,1.8
1.5,4,2,3.7
3.1,25,3,3.3
2.9,4,0,1.8
2.9,1,0,1.3
2.9,18,3,3.4
1.7,13,4,4.3
2.5,54,3,4.3
1.2,13,2,3.8
2,12,2,3.9
1.2,2,0,3.7
2.6,64,3,5.6
4.7,14,4,3
1.7,12,1,5.4
3,21,2,4.6
1.2,11,0,2.3
1.5,7,2,6.1
2.2,6,1,1.8
2.2,18,3,2.9
1.5,41,2,4.7
1.4,1,0,0.8
1.6,50,2,5
1.2,31,1,6.9
1,99,1,6.7
2.9,49,5,3.6
2.9,1,0,3.7
2.5,12,5,3.8
2.5,3,2,3.6
1.3,1,0,5.7
3.5,128,6,3.3
1.6,30,2,4.3
2.6,7,3,2.5
2.6,15,4,5.9
1.9,13,2,6.1
6,6,2,1.6
1.3,10,2,1.9
1.3,2,0,1.6
1.4,26,1,3.5
2,15,2,3.7
4,0,0,2
4,4,2,1.6
1.9,4,0,4.8
1.9,29,2,5
1.1,30,1,8.5
2.7,8,2,6.1
1.1,38,1,6.9
1.8,8,3,1.6
1.8,5,0,1.8
4,8,2,1.6
2.2,50,2,3.8
4.6,14,4,3.6
4.6,80,5,5.4
4.6,1,0,1.3
4.6,1,0,4.2
1.4,14,1,2.1
3.4,93,4,5.3
3.4,41,3,3.1
3.4,6,1,3.3
1.2,75,3,6.6
1.2,8,4,2.1
4.3,1,0,2.2
4.3,12,5,3.7
2.2,34,2,4.1
2.2,6,0,5.1
1.8,5,1,3.8
1.8,4,2,1.6
5.7,17,4,2.1
2.3,6,4,2.1
