"McCC","WMC","NL","scores_ANN"
2.3,7,2,1.5
1.5,9,1,4.1
1.8,30,2,4.3
2,4,1,1.1
6.5,13,6,2.3
2.3,14,1,4.5
1,3,0,5.8
11.6,81,2,3.5
1.6,13,1,2
1.3,23,1,7.2
1,7,0,4.5
1.3,7,1,2.7
1,28,1,3.9
3.7,11,1,4.4
1.2,63,1,4.5
6,12,3,2
4.2,2,0,2.9
1.2,4,0,4
1.2,1,0,3.1
3,9,3,1.8
4.4,40,4,3.4
2,9,3,3.6
1.3,9,1,0.7
2.5,33,3,2.9
1.5,12,2,3.3
1.5,3,0,3.2
5.5,20,3,1.6
5.5,2,0,0.8
3.9,0,0,1.8
3.9,40,6,4.6
3.9,3,1,5.2
1.3,4,2,3.7
1.3,1,0,3.1
1.9,79,5,5.7
3,9,1,1.9
1.1,65,3,4.8
1.1,2,0,5.9
4.3,13,4,3.2
1.7,1,0,5.2
1.7,4,2,1.8
1.6,5,4,1.8
12,12,5,0.7
3.1,25,3,3.7
2.8,6,5,1.9
1.9,22,1,6.2
1.9,13,6,3.3
6.2,75,12,3.3
2.3,28,2,3.4
11,11,2,0.7
2,5,1,2.7
2,3,0,4.9
5,5,1,1.7
1.3,2,1,2.9
1.7,10,1,1.5
1,6,0,4.1
1.8,31,2,5.6
1.4,17,1,4.2
2.3,7,1,4
1,2,0,6.3
1.6,16,3,3
1.1,9,1,0.7
3,3,1,0.8
1.2,6,0,0.6
1.2,2,1,5.6
1.2,3,1,7.1
1.2,5,0,7.2
1.6,8,2,2
2,2,0,4.7
1,23,0,3.8
1.5,6,0,3.1
1.5,15,2,4.5
3.8,46,4,1.2
1.8,7,2,1.9
2,6,1,2.8
9.2,55,6,1
2,12,3,2
1.1,7,1,6
1.1,9,0,5.8
1.1,6,0,4
2,8,2,1.9
2.2,33,3,4
2,15,1,3.3
2,1,0,1.4
2.6,66,4,3.1
1.5,66,1,4.8
3,9,4,2.3
22,22,4,2.2
1.2,26,1,6.6
1.6,2,0,5.1
3.6,1,0,4.6
3.6,39,2,3.1
3.5,44,10,4
3.5,1,0,6.3
4.7,14,5,2.3
1.5,6,1,4.1
2.1,12,3,1.9
1.7,38,2,4.6
4,12,3,2.3
2.7,11,2,3.2
1.5,19,1,4
1.4,18,2,2
1.9,1,0,4.6
1.1,6,1,4.6
2,51,2,4.4
2.3,14,2,3.7
1.2,7,0,3.6
4,4,4,1.9
2.7,8,3,2.9
1.1,8,1,3.6
2,3,3,1.9
1.7,3,0,3.1
1.7,2,1,1.6
1.3,2,0,3.9
1.3,3,1,6.3
1.3,3,0,4.5
1.7,5,2,3.1
1.3,8,1,3.9
3.5,94,16,2.8
1.5,3,2,2
1.5,18,2,3.2
2,10,1,3
4.2,17,5,2.9
2.3,14,2,3.3
1.3,3,2,4.7
1.3,6,0,5.4
1.2,13,2,4.4
1.5,3,1,2.9
2,26,1,4.1
2.6,13,2,5
4,4,3,2.2
2.1,1,0,4.1
2.1,36,3,4.4
1.8,6,1,2.7
3,18,1,3.4
2.1,3,0,1.7
2.1,34,2,6.2
1.3,2,1,4
1.9,3,1,1.7
1.9,3,0,4.7
1.9,5,1,2
2,9,2,2.6
2,3,1,3.6
4,4,3,1.8
1.5,5,2,4.3
1,8,0,6.5
1.8,10,1,2.5
1.8,3,0,3.4
1.8,1,0,2.9
1.1,11,1,5.9
1.1,7,1,4.6
4.7,50,3,5.4
4.7,20,2,2
1.4,10,2,2.8
2,2,0,2.5
2,8,3,4.1
2,20,3,2.9
2.2,1,0,2.3
2.2,6,3,2.1
1.2,7,1,5.4
2,2,0,2.3
1.6,343,3,6.2
1.6,13,3,5.8
1.9,21,3,5.9
2,89,4,4.9
2,3,0,3.2
1.6,17,3,3.6
1.6,1,0,2.3
1.8,11,2,3.9
4,4,2,5.5
3,6,2,1.6
1.2,8,6,3.1
2,12,1,2.9
1.2,9,0,3.7
2,48,3,8.3
1.9,26,1,3.2
2.3,21,4,3.8
1.5,2,0,2
1.4,2,1,3.1
1.4,9,2,6
2,12,1,3
2.4,16,2,4.2
2.4,1,0,4.6
2,4,1,3.8
2.2,11,0,6
2.2,14,3,5.2
2.2,36,5,6
2.2,8,1,6.2
1.1,1,0,1.4
1.1,9,0,5.4
1.1,2,1,3.1
1.6,26,4,3.9
1.9,16,1,3.5
1.3,8,1,2.3
1.6,9,1,0.7
1.6,16,1,3.2
1,5,0,4.9
6.5,1,0,2.5
1.2,80,2,6.8
1.2,21,3,3.2
2,10,1,3.2
2.2,26,4,4
2.3,23,4,3.5
1.9,29,1,2.8
1.4,5,0,1.8
2.2,14,2,3.2
2.2,2,0,1.8
1.6,11,1,3
1.6,10,4,5.1
1.3,6,1,5.9
1.3,12,0,4.6
1.3,7,0,5.6
2.2,18,5,3.6
1.4,4,3,1.5
1.4,5,0,3.3
1.4,9,0,3.8
1.4,6,0,4
1.7,5,0,3.3
1.5,27,2,3.5
2.6,5,0,1.2
2.6,26,3,5.4
1,4,0,3.1
1,4,0,0.9
1.5,10,1,6.3
2.3,14,3,3.3
1.2,8,1,2.6
1.3,4,0,3.2
2.2,11,3,2.3
5.5,60,7,3
3.6,21,2,2.4
1.5,34,2,6.2
2.8,130,4,5.2
2.8,1,0,1.9
3.4,24,2,3
15.2,76,5,3.2
1,3,0,0.3
1.2,24,1,6.3
1.2,10,1,2.6
1.3,9,1,2.3
1.6,29,1,6.2
1,5,0,0.9
1,17,0,3.6
2.7,20,1,6.9
2.7,5,1,6.3
2.7,12,1,6.3
2.7,7,0,4.8
2.7,233,5,10
2.7,7,1,4.4
2.7,7,0,4.1
1.5,19,3,3.8
2,4,1,2.7
1.5,11,1,4.6
1.5,4,0,3.4
1.4,7,1,6.1
1.5,4,1,3
2.6,9,2,2.4
1.1,12,1,5.4
1.1,1,0,1.3
2,1,0,3.7
2,5,2,6.1
1.4,7,1,3.5
1.8,7,1,6.1
1.5,3,1,4.3
1.8,7,1,4.4
7,7,3,1.9
1.6,3,0,4.4
1.6,7,1,4.8
1.6,61,5,4.9
2.3,14,1,3.9
1.3,4,0,0.9
1.3,13,1,3.8
1.7,12,0,3
2,7,5,2.5
1.2,55,4,6.3
1.5,16,3,3.8
4,8,1,3.1
1.7,1,0,4.3
1.7,6,3,3.5
1.8,28,1,3.3
1.5,2,1,1.6
8,40,15,2.2
5.3,48,4,3.6
1,2,1,3.1
2,14,3,4
1.9,25,2,3.5
2.6,36,3,4.2
3.5,7,2,1.6
2.5,5,3,1.6
2,14,2,5.6
1.2,10,1,7.9
6,12,3,6.1
4.8,48,5,3.1
1.2,7,2,6.2
1.7,5,0,2.8
1.7,6,2,3
1.7,1,0,4.6
1.2,5,2,6.1
2,12,2,3.4
2.5,5,3,3.6
2.1,19,2,6.2
1.5,6,1,4.8
1.2,7,1,3.4
1.3,9,1,2.7
2.7,2,0,7.1
2.7,13,4,4.1
2.7,1,0,6.2
1.2,18,2,4.2
1.2,9,0,2.9
1.8,11,1,6.2
1.2,21,1,6.3
1.2,4,0,4.6
2,29,2,3.9
2,3,0,2.5
1.3,16,1,2.9
1.5,3,0,4.3
1.5,10,1,3.3
1.5,2,0,1.8
3.3,10,1,6.1
1.3,31,2,6.3
1.4,43,1,4.7
3.2,197,3,5.5
1.7,19,1,3
1.6,11,1,3.9
1.6,11,2,2.8
1,11,0,4.1
1.1,19,1,3.3
1.3,7,1,2.3
2.1,15,2,6.2
3.4,2,1,1.9
1.2,57,2,6.9
1.2,13,1,2.4
1.5,6,0,2.6
3.7,11,3,1.2
2.3,7,1,6.1
4.4,96,3,6.2
1.3,2,1,3
10,20,7,1.7
1.1,4,0,2
1.4,5,1,1.4
1.4,2,0,1.6
2.8,7,2,6.6
1.5,2,0,6.1
1.5,21,1,3
3,3,0,1.9
1.6,31,4,6.2
2.5,10,1,4
2.2,45,3,3.3
1.5,5,0,1.5
1.5,54,2,4.1
2,6,2,6.1
1.8,22,2,3.4
1.1,11,1,6.2
2,42,3,4.3
9,9,3,1.5
1.9,50,3,2.5
1.4,3,0,4
1.4,11,1,2.9
1.2,16,2,2.7
5,5,3,1.5
1.2,1,0,1.5
1,16,0,4.9
1.3,4,1,2.9
3.5,4,1,4.6
3.5,10,3,3
2.5,52,5,3.5
2.5,85,3,6.2
2.5,9,1,6.6
2.5,1,0,5.4
2.6,18,3,4.6
1.6,11,2,3.5
1.1,12,1,4.6
1.7,89,2,4.5
1.1,8,0,4
1,0,0,3.2
2.5,5,2,2.6
3,3,2,1.5
2,2,2,5.3
2.9,20,5,2.7
2.8,1,0,1.5
1.4,6,0,2.6
1.4,5,2,4.1
1.4,5,1,7.1
4.3,13,3,1.4
1.8,7,2,1.7
3,28,3,3.2
11,22,1,2.4
5,1,0,2.3
5,19,3,6.3
3,6,1,2.4
1,32,0,5.8
1.1,11,0,5
1.1,2,1,1.8
5.4,43,3,3.4
8.5,1,0,4.6
1.1,9,1,2.6
2,2,1,0.8
2.4,28,5,3.4
2.4,1,0,1.5
1.7,1,0,1.5
2.1,21,2,3.9
1.1,16,2,6.1
1.3,12,1,2.3
1.8,4,1,6.3
1.3,9,3,2.5
1.2,9,1,2.1
1,2,1,4.6
1,69,2,6.7
2.2,2,1,1.5
2.2,33,3,2.3
1.5,1,0,1.5
1.8,7,1,5.5
1.3,6,0,4.5
1.3,4,1,3
9,9,3,0.7
2.4,128,5,6.7
2.4,14,2,2.4
2.2,11,3,6.3
2.2,6,0,2.9
2.2,10,1,2.8
1.7,6,1,4.6
1.7,14,2,3.5
4.3,24,6,2.2
4.3,2,0,1.1
1,15,0,2.8
3.4,80,4,5
3.4,4,3,3
4,1,0,2.8
4,6,0,2.4
4,37,11,6.3
7,14,3,1.1
2,29,2,5.8
2,3,0,2.9
3.2,13,2,3.8
1.3,6,1,5.2
1.3,5,1,2.3
1.3,4,0,3.8
1.3,3,2,1.7
3.9,31,5,2.1
4.2,17,4,2.5
2.4,38,1,3.3
1.2,7,0,3.3
1.2,3,2,2.3
1.1,7,0,3.2
1.1,5,1,2.1
4,4,1,6.3
2,10,1,2.3
1.3,24,1,4.4
4.8,133,4,4.1
1.6,13,2,2.7
1.3,14,1,3.6
1.5,49,2,3.5
6.6,6,1,4.1
2,20,1,3.5
3,12,3,3.1
1,0,0,0
2.2,1,0,6.3
1,31,0,4.7
1.3,0,0,4.3
2.6,11,3,4.7
2.6,2,0,4.3
1.5,12,3,4.3
2,2,1,6.3
21,21,4,3
1.6,239,2,4.9
1.4,7,1,4.9
1,19,0,3.5
8,1,0,4.6
8,15,10,6.3
5,25,4,2.9
1,8,0,2.6
2.1,63,3,3.9
1,1,0,1.1
3,3,1,1.1
2.9,6,1,6.5
2.9,3,0,4.5
2.9,40,5,5.7
8,7,1,6.3
1.7,2,0,1.6
1.7,3,1,2.6
1.5,22,1,2.4
1.5,4,2,6.3
4,4,2,2.2
4.2,5,1,5
4.2,16,4,3
3,3,1,2.9
1.1,1,0,6.2
1.1,14,1,6.1
1.1,2,1,4.6
5,5,2,0.7
4,4,1,1.2
1.1,2,0,1.1
1.1,13,1,4.9
5.3,23,4,3
5.3,3,2,3.5
5.3,6,1,3.3
5,5,2,5.3
1.3,33,2,4.7
2.1,23,3,3.5
2,22,1,3.6
3,7,3,4.5
3,5,3,6.3
2.5,14,2,6.4
2.5,1,0,4.6
1.3,23,1,3.1
1.3,15,1,3.7
1.8,11,1,2.2
1.6,22,2,4.8
1.6,5,0,5.2
1,10,0,4.6
5,3,0,1.2
5,7,5,6.3
1.5,1,0,2.2
1.2,61,3,7.4
1.3,20,1,2.4
4,4,1,1.1
9,9,1,0.7
9,9,2,0.7
1.7,6,0,3.5
1.7,8,0,3.6
1.7,87,5,6.3
1.7,7,1,7.9
1.7,34,0,8.5
1.1,0,0,3.1
1.1,1,0,5.6
1,24,0,6.1
4.5,1,0,5.4
4.5,8,3,6.3
4,4,1,1.9
4,12,2,0.7
1.2,7,0,4.1
1,20,1,6.4
1.5,3,0,1.1
1,17,0,4.1
2.4,68,2,6.3
2.4,3,0,1.9
2.4,4,0,4.8
1.9,5,1,3
1.9,22,3,4.7
9,9,4,0.7
7.2,35,6,6.4
7.2,1,0,2.5
1.8,5,2,1.1
1.1,8,1,2.2
1,20,0,3.5
1.2,3,1,5.1
5.5,4,3,2.7
5.5,25,5,6.3
5.5,4,0,3.8
1.6,6,0,3.1
1.6,5,3,2.2
1,13,0,3.2
2.7,24,2,4.5
1,21,1,3.7
4.1,69,7,3.7
5.7,108,6,4.2
1.5,6,2,3.7
5.9,65,5,4.3
1.4,3,0,6.4
1.3,3,1,4.4
1.3,1,0,1.7
6,6,2,0.7
1.8,7,2,3.1
1.5,3,1,5.4
3.1,3,0,4.8
3.1,5,0,0.6
1.7,119,1,7.1
1.4,16,2,5.6
1.4,4,1,4.6
1.6,9,0,5.4
1.6,10,2,2.8
1.6,11,0,1.9
2.1,15,1,4.3
1.3,10,1,2.3
1.3,3,1,2.3
1.3,29,1,6.8
1.3,33,2,5.4
1.4,26,2,4.5
1.2,15,1,4.1
1.7,24,3,5.5
1,16,0,5
1.8,7,3,3
1.3,4,1,4.8
1.8,20,3,4.2
1.8,1,0,1.2
1.1,25,1,3.7
1.7,4,2,2.1
1.7,1,0,2.8
2.3,6,2,4.3
2.3,1,0,4.6
1.2,11,2,4.4
1.6,31,1,3.7
1.6,5,0,2.9
2,16,1,4
5,25,4,3.8
1.1,16,1,2.7
1.3,28,1,3.8
1.2,124,2,4.5
1.3,8,1,3.4
2.8,0,0,1.8
2.8,15,6,4.3
9,9,1,2.2
1.1,6,1,2.1
1.1,6,0,3.5
1.1,3,0,4.3
1.6,10,2,3.3
6.8,75,5,4.3
1.5,42,2,3.8
3,15,5,4.6
1,0,0,2.3
2,1,0,2.1
2,4,2,3.8
2,1,0,7.1
1.2,1,0,3.2
1.2,10,1,4.2
6.6,53,3,3.5
3.7,11,4,2.2
1.3,24,1,3.7
1.5,3,1,3.3
1.5,40,2,6.3
1.5,3,0,1.2
2,2,0,2.9
1.9,21,2,3.7
1.6,21,2,3.8
1.5,2,1,2.7
1.1,7,0,4.3
1.2,3,1,4.5
3,42,7,3.9
1,1,0,5
2.5,5,2,1.1
4.5,9,1,1.1
1.6,10,2,4.5
2.7,3,1,1.5
2.7,1,0,3.2
2.7,4,1,3.9
3,48,5,4.1
1,15,0,6.2
1.2,2,1,6
2.9,1,0,1.8
2.9,37,4,4.3
1.6,5,0,4.9
1.6,3,1,2.3
7,7,1,0.7
1.4,9,1,2.5
1.7,1,0,2.9
2.7,23,2,2.3
2.7,15,4,2.5
1.3,2,0,5.7
1.3,6,1,4.5
1,5,0,5.2
1,6,0,4
1.1,12,0,2.8
1.7,24,6,3.1
1.7,1,0,3
1.3,17,2,3.2
3,21,5,3.6
5.8,23,4,2.8
1.7,10,1,4.7
2.5,15,2,4.9
2.6,105,10,4.9
2.3,14,3,1.4
2.2,1,0,2.9
2.2,8,3,1.4
1.2,15,3,5.1
3.5,7,4,2.1
2,4,1,0.8
1.9,15,5,3.9
3.3,23,4,1.1
1.6,8,2,4.5
1.6,11,2,2.7
1.5,6,2,3.4
2,8,2,2.1
2.8,36,3,2.8
2.2,2,1,4.2
2.2,2,1,5.6
2.2,23,2,3.3
1,7,0,4
4.2,19,5,2.6
1.9,4,1,1.1
1.9,3,0,3.5
1.9,12,1,4.8
1,8,0,3.9
2.6,13,4,3.4
2,6,4,3.7
2.3,21,4,4.6
1,1,1,4
2.9,19,2,4.6
2.9,6,0,5.4
2.9,2,0,5.4
2.9,7,2,5.7
7.3,22,4,2.6
3.9,67,9,2.6
1.7,11,2,3.6
1.7,1,0,2.2
1.9,38,8,3.3
1.4,14,3,3.1
1.4,25,2,3.9
1.1,16,1,4.5
3.3,10,2,0.9
8,96,18,3.2
3.7,37,7,4.7
1.3,9,2,3.8
3.5,39,5,3.2
1.8,11,2,4.3
5,5,2,1.3
6,18,2,1.7
1.8,9,3,4.1
1.2,9,0,3.9
1.1,10,0,4.4
1.1,74,1,7.7
1.5,9,1,3.3
2.5,1,0,1.6
1,8,0,7.8
1.8,9,0,3.9
3.7,22,2,2.5
1.1,8,0,2.6
7.2,43,4,2.5
1.1,3,0,3.8
1.1,8,0,3.1
1.7,15,3,6.1
1.7,24,1,3.8
1.7,9,0,3.9
7,7,4,1.9
1.1,14,0,3.2
2,13,1,5.1
2,15,1,4.3
1.2,41,2,3.5
8,8,6,1.9
2.6,21,2,6.2
1.4,23,3,3.4
1.7,17,1,2.9
3,3,1,6.1
6.2,25,2,6.1
1.3,4,1,2.3
1.3,22,1,5.2
1.3,5,1,4.5
1.3,2,0,6.3
1.1,9,1,2.9
1.2,2,0,3
1.2,8,2,5
1.5,7,0,2.8
6,6,4,1.5
1.1,6,0,3
1.1,19,1,4.9
2,1,0,2.2
2,82,2,6.4
1.7,15,2,2.3
1.2,2,1,5.3
1.2,58,2,6.8
1.2,3,1,5.6
7.5,14,1,3
7.5,105,11,3.3
2,14,2,1.7
2,14,2,4.8
2,34,4,3.6
2.5,15,2,1.3
1.3,8,1,5.9
1.4,10,2,6.2
1.3,4,1,0.4
8,8,5,1.9
1.3,11,2,4.4
1.5,4,0,2.5
1.5,12,4,4.4
1.7,10,2,3.4
1.7,48,2,7.4
1.7,3,0,7.5
1.7,1,0,4.1
2,8,1,2.3
1.7,32,1,3.8
1.7,12,2,2
2.7,16,4,4.5
2.7,31,3,5.7
2.7,4,0,3.9
5.9,88,5,3.4
3.2,38,4,4.3
2.8,34,3,3.4
2.8,1,0,2
1.7,3,2,2.3
1.7,5,2,2.1
3,6,3,0.8
2,20,3,2.6
2.6,135,5,7.4
1.2,14,1,4.3
1.2,6,0,3
2.8,19,1,4.1
9,9,3,2.2
1.4,2,0,8
1.4,19,1,8.3
1.4,6,2,2.3
1.4,3,0,6.2
1.4,5,2,4.3
1.4,3,1,5.4
2.2,4,1,4.8
2.2,7,3,2.3
1,0,0,2.6
2.7,8,3,0.3
1.7,3,0,2.5
1.7,4,0,2.5
1.7,12,4,4.8
1.7,1,0,3.7
2,34,2,3.5
2.7,30,6,4.8
1.8,9,3,4.7
1.5,9,1,3.4
2.1,15,6,4.8
2,122,2,5
1.6,5,2,4.4
1.6,19,2,4.8
1.6,8,1,3.4
3.2,23,2,7.3
3.2,2,1,4.2
3.2,2,0,5.7
3.2,37,5,6
3.2,14,1,5.3
1.1,5,0,2.9
3.3,10,1,2.3
1.3,10,1,2.8
1.3,9,0,2.2
1.3,11,2,4.3
1.4,13,1,3.1
1.3,5,2,4.6
1.3,0,0,1.6
1.3,10,0,4.4
1.3,1,0,6.2
2.4,24,4,7
2.3,2,0,5.1
2.3,14,6,4.1
6.3,19,2,1.8
2.3,75,3,6.4
2.2,9,2,4.8
1.5,2,0,2.2
1.5,51,4,4.7
2.2,60,4,5.1
2,2,0,5.2
1.5,3,1,4.7
1.5,12,2,4.8
1.5,5,0,4.9
3.2,291,5,6.9
1.2,8,1,2
2.1,37,2,4.4
3.3,59,13,3.9
3.3,51,2,4.7
3.3,1,0,2.3
3.2,8,1,2.8
3.2,1,0,2.9
3.2,2,0,3
3.2,112,3,4.7
1.8,10,2,4
1.8,7,1,2.6
1.8,6,1,4.6
1.1,2,0,3
1.1,6,1,4.7
2.1,17,2,3.7
2.8,11,2,2.9
1,6,1,3.3
5,15,4,0.9
1.1,9,1,2.2
1.1,2,0,3.5
1.4,49,2,6.3
1,6,0,6.2
2.2,9,3,3.3
1.5,18,3,3.6
8.7,26,3,2.9
1.6,14,3,3.4
1.5,39,2,4
4,4,1,2.2
1.6,1,0,5.6
1.6,7,1,5.7
1.1,4,1,1.3
2.5,6,1,3
2.5,2,1,3.1
2.6,29,2,5.5
1.1,8,1,2.4
1.3,7,1,3.2
3.9,27,3,2.5
1,5,0,5.4
1.2,10,0,4.2
1.2,7,1,1.9
1.2,3,1,1.3
2.5,5,2,1.2
1.3,6,1,6.3
1.3,7,0,7.8
1.3,9,1,4.8
3.7,84,4,4.1
1.6,3,1,1.3
1.6,8,1,5.4
1.2,4,2,3.3
1.2,3,0,3.6
2.7,8,5,3.3
3.8,53,6,1.3
1.5,12,1,2.9
1,11,0,2.5
1,2,1,1.2
2.8,44,1,4.5
2.8,0,0,1.6
2.8,1,0,4.6
2.8,1,0,1.4
2.8,27,2,4.6
1.2,2,1,1.8
1.2,4,0,3.4
5,14,8,2.4
5,1,0,2.2
2,4,2,2.9
1.6,5,0,3.8
1.6,0,0,1.6
1.6,3,1,4.1
1.2,7,1,6.2
1.1,5,0,5.2
1.1,9,1,6.6
2.8,3,0,2.7
2.8,1,0,4.1
2.8,42,2,4.6
2.8,71,3,5.5
2,3,0,3
2,64,3,2.7
1.6,8,1,6.1
1,59,1,4.7
1,30,1,4.5
1.7,3,1,2.2
1.7,2,1,2.5
1.6,38,2,5.6
3.5,7,1,2.9
2.9,88,7,4.6
2.9,2,0,0.7
3.1,1,0,5.6
3.1,70,2,5.2
1.1,25,0,5.2
1.1,4,0,3.4
3.2,45,5,3.9
1.7,11,1,4.2
1.8,23,1,3.2
3.8,23,4,3
2.7,8,3,1.2
2.9,20,3,1
2.4,25,2,5.6
1,15,0,7.4
1.8,7,2,4.8
1,8,1,2
1.7,13,2,4.2
1.7,1,0,1.6
1.4,2,0,2.3
1.4,2,1,2.7
1.4,3,1,3.1
1.4,2,1,3.7
1.7,25,9,4
3,3,0,2.2
5,5,4,2.9
1.5,12,4,3.1
1.5,20,3,2.5
1.3,24,1,7.9
1.3,6,1,5.3
2.4,26,3,1.7
3,3,1,2.2
1.3,3,1,3.1
1.7,12,2,3.4
1.5,21,2,4.3
3.6,31,3,4.3
2,10,2,1.8
2,2,0,2.2
2.8,29,1,3.5
2.8,2,0,3.1
2.8,1,0,1.6
1.6,8,2,4.7
3.2,16,2,4.3
2.7,16,4,4.7
1.3,1,0,2.9
1,22,1,3.5
2.2,9,3,4.2
3,9,3,4.1
1.9,36,5,5.2
1.9,0,0,1.2
1.3,8,0,3.3
1.5,14,3,2.5
1.5,0,0,1.6
1.7,4,0,2.2
1.7,15,1,2.1
1.4,11,1,2.6
1.1,3,0,3
3,21,1,1.7
1.8,3,1,2.3
1.8,6,1,1.5
1.8,20,2,2.8
1.6,19,1,3
2.5,4,2,3.9
2.5,1,0,2.9
2,10,2,1.9
1.2,5,0,3.2
1.3,12,0,2.8
2.5,39,1,4.4
2.5,30,2,5.6
2.5,2,0,3.1
1.1,4,0,4.8
1.8,3,1,2.7
8,8,7,2.2
1.4,7,1,1.9
1.8,7,1,2.2
3,3,1,3.5
1.4,7,1,2.6
1.4,1,0,2.8
1.5,1,0,2.9
1.4,11,1,2.7
2,14,1,4.7
7.2,35,5,3
7.2,1,0,1.6
2.7,32,4,3
1.1,22,1,6.3
2.1,34,3,3.4
1,18,0,2.9
3.1,3,0,3.6
1.4,11,2,5.7
1.6,5,1,2
1.6,3,2,2.2
1.5,18,3,3.1
2.5,5,2,4.5
3,4,1,3.3
3,5,2,2.2
5.6,28,12,4.7
2.8,42,4,4.1
1.6,32,2,5.3
1.3,4,1,4.2
1.8,27,2,3.9
2.3,5,2,2.5
2.3,2,0,3.1
1.1,18,2,7.4
1.8,2,0,5.7
1.8,1,0,4.1
1.8,33,2,5.8
1.8,2,1,4
5,25,3,2.9
2.4,137,4,5.5
1.3,6,1,2.8
1.3,7,2,5
2.5,42,5,6.2
1.5,16,1,2.9
2.4,34,4,4
1.6,14,1,2.9
2.4,44,2,4.5
6.8,34,4,2.9
1,2,0,6.2
2.5,10,1,1.2
3.2,69,4,3.7
3.2,4,0,2.2
2.2,18,3,4.8
2.8,44,4,2
1.2,19,1,4.2
2.2,31,2,5.1
1.6,11,1,2.9
1.6,0,0,2.9
2,12,1,3.5
1.2,61,0,4.6
3.5,49,5,3.4
2.4,19,2,3.6
1.4,12,2,3.7
2.4,17,6,3.3
1.3,3,2,0.8
1.3,9,0,3.4
1.3,34,1,3.2
3,6,1,6.2
1.5,2,1,5.3
1.4,0,0,2.9
1.4,10,1,5.1
2.2,69,4,3.1
2,32,2,6.2
1.7,5,2,6.1
1.5,6,2,3.6
2.1,17,3,2.1
1,14,1,3.7
1.2,3,0,4
1.2,2,0,0.8
4.7,14,3,3.8
1.3,6,2,1.7
1.3,2,0,1.7
2.9,38,2,4.4
2.9,77,4,2.9
1.8,23,0,2.3
1.4,26,1,3.6
1.4,22,6,4.3
1.4,20,4,4.2
1.6,8,3,4.5
1,7,0,2.9
3.6,118,6,4.3
1.3,3,1,3.2
2.1,23,4,3.7
1.3,17,1,3.1
1.5,1,0,1.6
1,2,1,1.8
1.3,21,1,3.3
1.7,73,26,5.2
9,18,4,3.2
1.4,2,0,3.1
1.5,2,0,2.3
1.8,29,1,3.4
1,9,0,2.2
1.2,15,1,2.6
1.3,2,1,2.2
1.4,5,2,2.5
1.8,7,1,2.9
2,3,2,0.7
2,4,1,3.2
2,8,3,4.7
2.1,104,4,5
1.8,10,3,2.5
1.6,28,1,3.8
7,7,2,2.2
4,8,1,1.6
1.8,2,0,3.1
5,5,2,2.2
2.3,6,0,4
2.3,27,3,3.9
2.3,3,0,3.6
1.6,22,1,4
1.2,34,2,4
1.6,3,0,3
1.6,6,1,1.2
1.6,12,2,3.9
5.9,47,5,2.3
1.3,2,1,4.2
1.3,1,0,1.6
3,3,2,0.8
1.6,6,0,5.2
1.6,3,2,2.3
2,10,1,1.3
3.5,7,1,3.2
1.9,49,3,3.9
1.8,10,2,4.2
1.1,12,0,3.7
1.1,8,2,4.9
1.2,9,1,6.7
1.5,86,5,2.8
2,14,1,4.2
2.3,7,3,3.2
3,139,5,3.2
2.3,97,3,5.4
5,5,3,3.1
1.3,5,2,3
1.3,2,0,2
1.3,6,1,3.3
3,73,2,3.6
11,22,10,3.2
16.5,33,13,3.2
12.3,37,15,3.3
2.5,20,2,4.3
3.5,14,2,2.4
9,18,3,0.3
2.7,8,2,3.3
11.7,35,3,2.3
1.3,8,2,3.8
1.3,50,2,6.9
1.8,8,1,7.7
1.8,20,3,5.2
1.8,28,2,5.3
1.8,126,3,6.5
1.3,9,0,2.4
1.3,13,1,4.7
1,8,0,5.4
1.6,1,0,5.5
1.6,7,1,2.8
1,1,2,1.6
2.1,6,0,2.9
2.1,1,0,2.5
2.1,3,0,3
2.1,1,0,1.4
2.1,23,3,3.3
3,12,2,1.2
1.3,4,2,7.8
1.3,1,0,1.4
4,8,1,3.2
2.1,2,0,5.1
2.1,89,3,8
2.1,43,3,7.3
2.1,2,1,5.7
2.1,19,1,5
1.5,8,3,2.2
1.5,7,0,3
1.5,3,0,3
1.2,10,1,4.4
1.8,14,1,3.7
2.2,3,1,3.7
2.2,8,4,3.2
7,7,1,3.1
1.4,14,1,2.8
5,9,4,3.1
1.2,7,1,4.8
1.3,7,0,5.5
2,2,0,3.2
2,10,2,3.8
1.4,14,2,6.2
1,9,0,2.6
2.2,22,5,2.5
1.5,5,1,1.4
1.5,1,0,3.1
1.5,7,1,1.7
1.5,5,2,2.5
1,0,0,4.7
1.4,10,1,4.7
2.8,14,1,3.5
1.2,11,1,2.8
1.2,6,1,3.4
3,3,2,3.1
3.5,7,3,3.2
1.1,24,1,3.6
1.7,9,2,2.5
1.7,2,0,2.3
1.7,1,0,5.5
1.5,16,1,2.4
6,12,1,3.2
1.1,16,1,3.3
4,8,4,2.3
1.3,0,0,2.8
1.3,1,0,3
1,19,0,3.6
1.7,5,0,1.8
1.3,28,3,3.5
4,4,1,3.1
1.4,13,0,2.7
1.4,7,3,4.2
1.4,8,1,4.6
2.2,3,1,2.9
1.5,24,2,3.4
1.3,10,1,5.1
1.3,7,0,3.1
9,9,5,2.2
1,24,0,3.6
1.5,6,2,3.2
1.6,12,1,2.6
4.6,116,5,2.9
1.1,9,0,2.1
