"NUMPAR","TNG","TNA","NPA","TLLOC","TNLS","scores_ANN"
2,11,9,2,34,0,4.8
15,1,4,1,105,0,3.5
6,1,6,0,70,0,2.4
1,0,0,0,26,0,4.5
12,0,2,0,147,0,3.1
6,0,7,0,41,0,4.4
8,3,2,1,74,0,3.2
5,4,1,0,16,0,3.2
18,1,1,0,38,0,3.5
5,0,0,0,11,0,3.1
5,2,3,0,48,1,2.9
5,1,2,0,57,2,4
1,0,0,0,10,0,4.1
0,0,0,0,20,0,1.5
0,1,1,0,14,0,2
3,0,21,0,100,1,2.1
4,2,2,0,23,0,3
6,4,3,0,51,0,3.1
0,1,1,0,6,0,2.2
1,0,0,0,11,0,3.1
1,1,0,0,6,0,3.8
4,3,1,0,19,0,8.2
32,0,1,0,9,0,3
32,1,7,0,281,0,4.6
32,0,0,0,8,0,3.8
32,0,0,0,6,0,2.7
0,0,9,0,275,1,2.3
16,2,7,3,102,0,3
10,0,1,0,276,0,3.2
0,2,0,0,23,0,2.2
3,0,21,0,101,1,2.1
2,0,1,0,9,0,3
6,1,2,0,31,0,2.1
0,0,3,0,6,0,4.5
34,0,29,0,830,0,4.3
34,5,4,0,89,0,2.1
18,0,0,0,7,0,3.8
18,0,0,0,11,0,4
18,4,6,0,46,0,5.2
2,0,3,0,53,0,1.4
3,0,0,0,50,0,3.6
17,4,8,0,126,0,2.6
5,4,8,2,15,1,3.4
5,1,5,0,30,0,4.9
5,0,24,0,206,0,4.8
0,0,2,0,72,1,1.7
0,1,4,0,332,0,3.2
2,0,2,0,9,0,4.2
13,0,0,0,6,0,3
13,2,2,0,18,0,1.9
13,0,2,0,72,0,2.4
13,4,4,0,54,0,4.1
13,0,0,0,42,1,4.6
0,0,1,0,20,0,2
3,0,23,0,131,1,2.3
13,0,1,0,18,0,2.6
13,0,2,0,84,0,3.7
5,0,0,0,46,0,1.8
5,1,1,0,33,0,2.5
1,1,0,0,34,0,0.8
83,0,0,0,8,0,2.2
83,0,3,0,55,0,2.7
83,0,0,0,11,0,3.8
83,0,0,0,17,0,4
83,0,1,0,21,0,3.9
83,3,27,1,72,2,7.8
15,0,0,0,19,0,2
15,1,1,0,28,0,2.2
15,7,5,2,79,0,2.7
1,0,0,0,28,0,2.4
2,0,1,0,3,0,0.6
2,0,0,0,17,0,3.8
14,2,9,0,112,0,2.9
2,0,0,0,9,0,2.4
2,0,0,0,28,0,2.4
17,3,11,0,120,0,2.6
17,1,0,0,5,0,1.4
1,0,0,0,24,0,2
30,0,13,0,283,1,3.2
30,0,10,2,292,0,4.5
0,0,0,0,26,0,1.7
0,0,8,0,108,0,4.7
0,0,4,0,89,0,2.2
31,8,21,2,224,3,4.5
0,0,1,0,27,1,2.1
18,2,2,0,38,1,2.7
18,0,1,0,35,0,5.1
18,4,2,0,103,0,4.2
18,0,0,0,11,0,3.9
3,0,0,0,11,0,3.7
2,0,23,0,83,0,4.6
16,0,2,0,63,0,4
16,0,0,0,6,0,2.1
2,0,10,1,91,1,2.3
7,4,4,0,37,0,5.2
5,28,41,6,41,0,6.6
3,0,21,0,14,0,4.4
239,1,5,0,92,0,4
2,1,5,0,21,0,5.5
18,2,6,2,105,0,3
7,0,0,0,11,0,4.2
7,0,1,0,96,0,4.9
7,0,3,0,26,0,4
21,2,0,0,68,0,5.1
1,1,2,0,16,0,4.8
25,0,21,1,662,0,6.8
25,1,6,1,96,0,5.7
7,0,1,0,64,0,4.7
8,1,2,0,31,0,2.1
1,1,2,0,13,0,4.2
3,0,1,0,628,0,3.8
1,0,0,0,16,0,3.8
16,0,23,0,26,0,4.7
8,9,10,0,130,0,2.3
8,0,16,0,135,1,2.4
4,0,1,1,3,0,3.2
5,0,2,0,74,0,4.8
3,0,7,0,10,0,5
4,0,2,0,32,0,4
15,2,6,2,72,0,3
5,0,0,0,25,0,2.7
5,15,20,1,17,0,5.9
29,1,0,0,5,0,1.4
0,0,0,0,27,0,1.5
2,0,3,0,62,0,3
7,0,1,0,35,6,3.8
4,1,1,0,15,1,2.6
14,0,6,0,194,0,4.2
12,0,0,0,7,0,3.8
12,0,0,0,20,0,3.5
12,0,8,0,49,0,4.1
0,2,20,1,16,0,3.5
1,2,1,0,10,0,2.2
12,0,2,0,66,0,3.8
12,0,0,0,4,0,4.2
18,11,9,0,172,7,3.3
6,2,6,1,14,0,3
6,0,7,0,76,0,2.2
10,4,12,1,207,0,2.2
7,4,49,0,311,0,3.5
12,1,1,1,29,0,2.4
0,2,7,1,15,0,3
7,4,7,0,60,0,3.2
16,0,0,0,21,0,3.9
5,20,4,4,144,0,3.6
0,2,6,1,14,0,3
5,0,12,0,102,0,3
0,2,8,1,15,0,3
6,0,6,1,45,0,1.8
9,0,0,0,96,0,3.5
16,2,6,2,105,0,3
1,0,0,0,26,0,2.7
35,5,5,0,222,0,4
2,0,3,0,6,0,4.1
30,13,14,0,21,0,5.6
30,1,15,0,286,0,5.9
30,0,0,0,27,0,3.9
0,0,2,0,37,0,3.2
1,0,5,0,13,0,4.1
30,1,0,0,6,0,2.3
30,0,0,0,2,0,2.8
30,0,0,0,42,0,8
30,0,1,0,24,0,7.1
15,0,0,0,4,0,4.2
15,0,5,1,64,0,6.8
4,0,1,0,17,0,2.6
33,3,4,0,182,0,2.1
6,2,44,2,34,0,5
3,2,36,2,12,0,5.5
15,9,9,0,62,0,4.3
1,2,36,2,10,0,5.6
5,3,5,0,41,0,2.6
6,0,2,0,8,0,1
6,0,0,0,45,0,1.8
17,5,11,1,93,0,5.1
17,0,0,0,6,0,3.8
17,1,5,0,82,0,5.6
6,0,2,0,25,0,2.8
0,0,0,0,25,0,2.2
4,0,0,0,93,0,3.7
52,0,4,1,180,0,6.8
52,0,2,0,53,0,3
52,11,7,0,359,0,5
52,0,5,1,64,0,6.8
5,0,0,0,25,0,3.9
3,1,3,0,32,1,3
0,4,2,0,115,1,2.2
57,1,0,0,5,0,1.4
57,6,11,0,338,0,4.1
6,0,0,0,12,0,3.1
6,7,6,1,54,0,4.6
7,0,4,0,37,0,2.7
14,7,7,0,45,0,4.2
3,2,5,0,75,0,3.2
5,1,0,0,90,0,3.1
9,1,5,0,66,0,3.3
14,8,5,0,127,0,3.5
4,1,5,0,27,0,5.5
4,0,1,0,11,0,3.9
4,0,0,0,21,1,2.6
3,1,6,0,53,1,3
2,0,1,0,32,0,2.4
8,0,5,0,33,0,2.7
20,10,5,0,109,1,4.9
17,0,0,0,5,0,2.5
17,0,5,1,64,0,6.8
0,1,1,0,13,0,1.7
0,0,2,1,10,0,2.2
17,3,3,0,109,0,2.5
14,7,7,0,42,0,4.2
14,1,1,0,14,0,1.7
2,2,16,2,18,2,3.9
1,0,2,0,10,0,3.5
1,1,5,0,13,0,5.5
4,0,5,0,14,0,4.2
7,0,0,0,30,0,3.9
7,0,0,0,9,0,3.8
2,4,7,1,104,0,2.4
11,3,3,1,144,0,1.9
20,0,5,1,74,0,6.8
20,3,3,0,10,0,4.4
20,1,5,0,59,0,5.5
20,0,0,0,109,1,4.1
10,1,7,2,111,2,3.2
0,0,20,1,213,5,6.5
0,0,0,0,25,0,2.7
21,2,9,2,130,2,3.8
1,0,3,0,49,0,4.1
4,0,9,0,84,0,4.5
4,0,0,0,20,0,3.5
4,1,5,0,18,0,5.5
4,0,103,103,105,0,3.3
6,0,4,2,25,0,3.3
6,2,3,0,33,0,2.3
6,0,1,0,37,0,4
2,0,1,0,34,1,1.9
6,0,3,0,24,0,2.6
1,2,1,0,14,1,1.9
0,0,1,0,89,0,4.8
13,8,7,0,45,0,4.3
24,3,5,0,108,0,5.7
24,1,1,0,22,0,3.1
24,1,0,0,6,0,2.3
14,0,5,1,74,0,6.8
14,0,0,0,30,0,3.9
3,0,2,1,21,0,1.9
11,0,3,1,38,0,2
11,6,6,0,36,0,4.2
36,7,10,0,117,7,4.3
1,0,3,0,32,0,4.1
8,7,7,0,72,0,2.3
1,1,5,0,20,0,5.5
15,6,8,0,125,0,3.5
15,0,2,1,22,0,1.9
5,0,1,0,24,0,4.1
3,0,3,0,12,0,0.1
39,0,0,0,8,0,4.2
39,6,8,0,355,0,5.8
39,0,21,2,74,0,2.3
2,0,2,1,47,0,1.9
16,2,2,0,50,2,5.3
16,0,5,1,74,0,6.8
4,0,2,0,17,0,4
4,0,0,0,16,0,1.5
39,0,0,0,9,0,1.5
39,1,28,1,625,0,4.7
3,1,5,0,16,0,5.5
3,0,5,0,12,0,6.2
13,0,3,0,186,0,7.9
13,3,4,1,53,0,3.4
13,0,0,0,27,0,3.9
3,2,3,2,24,0,3.6
8,2,2,0,57,2,3.6
0,0,3,0,80,1,2.8
2,2,2,0,20,1,2.6
7,0,0,0,25,0,2.7
7,0,8,0,35,0,4.2
2,0,3,0,20,0,4.1
2,0,6,1,23,0,3.6
4,0,5,1,30,0,3.8
4,0,1,0,11,0,4
23,0,0,0,20,0,4.1
23,2,0,0,12,0,5.4
23,0,4,0,62,0,3.5
23,0,0,0,7,0,5.2
9,0,5,1,74,0,6.8
1,0,5,1,26,0,3.7
1,0,3,0,19,0,4.1
9,1,8,0,86,0,3.2
2,0,0,0,20,0,3.5
33,0,11,0,294,10,2.6
0,53,56,0,45,1,1.8
1,0,3,0,41,0,4.1
46,3,18,2,483,0,5.1
46,0,0,0,7,0,3.8
5,0,1,0,34,0,4
0,22,21,0,5,0,5.6
9,0,1,1,3,0,2.1
9,17,47,0,281,0,4.6
2,31,31,2,10,0,4.2
41,0,1,0,27,0,4.5
41,2,2,0,123,10,3.9
41,0,0,0,22,0,3.9
8,1,0,0,12,0,1.7
8,0,0,0,67,0,1.8
1,21,18,0,5,0,5.2
6,2,0,0,11,0,1.5
6,0,2,0,20,0,2.8
2,4,5,0,13,0,3.4
1,0,2,0,20,0,2.4
7,4,5,0,53,5,3.2
7,0,3,0,23,1,1.8
3,3,0,0,14,0,1.7
42,0,17,6,66,0,3.2
42,8,6,0,33,0,6.1
42,7,6,0,143,7,5.5
0,0,0,0,21,0,1.5
0,0,0,0,36,0,1.5
17,0,2,2,9,0,5.3
17,0,2,2,17,0,3.8
17,0,0,0,11,0,1.8
5,4,9,0,43,4,3.7
2,0,2,0,21,1,1.8
10,2,3,0,121,0,3.6
2,1,2,0,24,0,2.3
14,9,8,0,63,0,4.2
8,1,7,0,172,0,5.7
4,1,0,0,15,0,2.7
2,2,1,0,30,1,2.1
3,10,15,0,26,1,1.8
9,0,1,0,8,0,3.6
9,0,0,0,3,0,3.5
9,4,2,0,43,0,3.7
2,1,1,0,11,0,2.4
3,3,3,0,38,1,2.5
0,0,0,0,25,0,1.5
4,1,7,2,22,4,3.5
2,0,1,0,6,0,5.2
11,0,0,0,20,0,3.5
11,1,1,0,10,1,4
19,0,1,0,105,0,5.2
3,1,6,0,251,0,3.6
2,1,1,0,37,0,2.2
1,0,1,0,20,0,4.2
2,0,2,0,29,0,4
1,1,2,0,75,1,2.4
1,5,8,0,49,0,3.5
43,2,16,0,275,0,6.1
24,0,1,0,8,0,4
10,1,2,0,38,0,2.8
14,30,18,1,171,0,4
10,4,13,0,84,6,3.9
7,2,4,0,55,0,2.3
1,0,0,0,67,0,2.2
1,0,3,0,35,0,4.1
9,0,11,0,129,1,2.9
9,0,4,0,128,0,3.7
1,0,5,1,38,0,2.9
9,0,3,0,21,0,1.9
9,0,0,0,6,0,3.8
7,1,3,0,36,0,1.9
3,0,1,0,15,0,4
15,6,12,0,60,0,6.9
12,2,5,0,76,0,3
3,2,2,0,15,0,3.2
2,2,8,0,33,0,3.5
2,0,3,0,96,0,6.3
2,1,6,0,44,0,3.1
4,1,0,0,7,0,3.3
1,0,0,0,15,0,3.9
4,3,5,0,88,0,2.6
4,1,4,0,70,3,3.4
8,2,5,0,94,0,3.3
3,0,2,0,98,0,3.1
5,0,1,0,33,0,3.9
6,2,7,0,56,6,3.1
0,0,2,0,200,1,5.9
1,2,1,0,23,1,1.9
2,4,3,0,19,0,5.7
2,0,1,0,19,1,1.8
5,0,3,0,37,0,2.2
12,0,4,0,101,0,5
4,0,1,0,72,1,2.8
4,0,1,0,31,0,2.1
3,0,0,0,9,0,3.1
1,5,2,0,24,0,3.5
2,0,1,0,8,0,2
0,0,1,0,5,0,4.4
5,0,1,0,13,0,4.2
0,0,3,0,7,0,5.1
0,0,1,0,49,1,2.1
0,0,5,5,7,0,2.3
0,0,0,0,15,0,3.9
9,0,2,0,44,0,2.9
26,4,10,1,228,3,5.9
26,5,6,0,114,0,5.5
5,1,0,0,40,0,1.9
0,96,28,0,63,2,1.8
0,9,6,0,106,4,2.1
24,0,0,0,5,0,2.5
24,2,13,0,31,0,7.4
24,0,13,3,75,0,4.6
24,0,0,0,10,0,5.8
3,2,3,0,41,3,2.6
3,10,13,2,8,0,4.3
7,86,11,0,18,1,6.1
7,3,2,0,38,2,2.4
3,0,0,0,16,0,3.9
2,0,1,0,15,0,0.8
4,4,4,0,44,2,2.7
17,3,6,5,31,0,4.2
17,0,0,0,20,0,2.5
0,97,29,0,184,2,1.8
34,0,2,0,25,0,4.2
34,4,19,0,487,2,3.4
13,7,19,0,83,5,4.2
1,1,1,1,13,0,2.3
4,2,3,1,75,0,2.2
1,2,0,0,20,0,2.6
1,0,4,1,44,0,0.8
4,2,2,0,23,0,2.8
16,87,12,0,43,1,6.1
16,4,5,0,55,5,3.4
3,1,2,0,32,0,2.6
28,0,28,0,32,0,4.9
28,3,4,2,35,2,2.4
28,1,1,1,46,0,2.5
9,7,5,1,63,0,3.4
48,3,33,1,670,0,4.8
3,0,2,0,26,0,4
9,0,0,0,5,0,5.1
9,4,8,4,8,0,5.8
9,0,5,2,22,0,1.8
5,1,0,0,31,0,1.9
0,9,6,0,107,4,2.1
0,0,1,0,279,1,4.3
3,0,3,1,63,0,1.5
3,3,2,0,38,2,2.4
13,0,8,1,31,0,3.7
13,6,5,0,73,0,3.9
5,0,7,1,27,0,3.6
5,4,4,0,45,2,2.7
6,0,0,0,22,0,3.9
6,0,1,0,12,0,3.6
1,0,7,1,23,0,3.6
6,0,3,0,23,0,2.9
6,0,0,0,8,0,3.9
2,0,0,0,9,0,3.2
7,7,7,0,81,0,3.3
0,0,1,0,462,1,4.9
6,0,2,0,26,0,2.2
15,0,0,0,6,0,2
7,0,1,0,32,0,7.8
7,5,8,0,68,0,3.1
7,0,0,0,22,0,3.9
2,1,1,0,27,0,2.1
4,0,0,0,11,0,2.7
4,2,3,0,38,0,2.5
4,1,1,1,18,0,1.2
4,0,5,1,10,0,1.3
0,28,33,0,57,1,2.5
0,0,2,0,23,1,3.9
3,28,32,2,12,0,4.3
0,18,19,1,5,0,5
12,0,1,0,9,0,4.3
12,0,0,0,6,0,4.1
12,0,0,0,14,0,6.3
12,6,6,0,45,6,5.3
1,0,3,3,11,0,2
0,84,14,0,58,1,2.8
11,4,5,0,35,0,5.2
11,0,0,0,16,0,1.3
12,84,10,0,6,0,6.1
5,1,0,0,24,0,1.9
0,7,5,0,84,2,2.1
31,0,8,0,168,0,3.3
0,85,26,0,56,1,2.8
5,0,0,0,22,0,3.9
2,2,2,1,27,1,2.1
3,3,4,1,33,1,2.5
2,0,2,0,33,0,3.3
34,10,5,0,238,0,2.4
9,0,2,0,17,0,4.1
9,0,13,0,143,0,4
2,2,2,0,19,0,2.8
0,84,14,0,57,1,2.8
7,0,7,1,45,0,2.9
7,10,10,0,183,0,2.7
1,84,10,0,6,0,6.1
17,6,9,1,108,0,4.1
17,1,0,0,10,0,1.2
2,0,1,0,31,0,3.3
0,0,7,0,91,0,5.8
6,0,2,0,26,0,4.4
1,85,23,0,7,0,6.3
3,3,3,0,25,0,3
5,6,10,0,6,0,6
5,0,0,0,11,0,3.9
30,6,26,0,572,2,4.2
4,3,3,0,44,0,2.6
4,84,14,0,44,1,2.5
51,1,2,1,9,0,6.5
51,0,5,0,51,0,3.6
51,5,26,6,326,2,5.2
51,0,7,1,211,1,4.4
51,2,2,0,57,0,3.5
2,0,1,0,9,0,2.3
5,4,5,0,55,0,2.8
2,0,8,6,20,0,2.6
6,1,5,2,47,0,4.3
6,0,1,0,47,0,2
6,0,5,5,15,0,3.1
0,85,26,0,45,1,2.5
1,0,8,1,31,0,3.7
1,0,7,1,27,0,3.6
65,6,14,0,198,0,7.1
65,0,0,0,47,0,3.9
4,2,9,0,13,0,3.2
23,3,22,0,261,0,4.9
29,1,1,0,19,0,5.3
29,0,1,1,3,0,3.2
29,0,0,0,19,0,4.3
29,41,43,2,485,0,3.8
0,2,5,0,44,1,1.8
5,2,2,0,21,0,7
0,0,0,0,5,0,7
27,30,30,0,49,0,2.3
27,0,3,0,36,0,2.8
27,1,1,1,32,0,2.5
27,0,2,0,96,0,3.6
2,3,2,0,38,2,2.3
4,3,3,0,43,0,5.6
0,0,1,0,21,1,1.8
1,0,0,0,14,0,1.6
7,4,3,0,38,2,2.6
7,0,6,0,89,1,1.8
28,4,3,0,237,0,3.7
1160,0,0,0,1,0,3.5
1160,1,0,0,6,0,2.3
1160,0,0,0,6,0,2.7
4,0,18,0,44,0,2.9
2,1,1,0,10,0,3.5
2,11,9,2,41,0,5
0,0,0,0,37,0,1.9
1,0,1,0,31,0,2.2
1,0,1,0,7,0,4.6
1,0,1,0,29,0,2.2
5,0,4,0,38,0,2.8
1,0,0,0,32,0,1.5
16,6,10,0,6,0,6
16,1,9,0,155,0,4
6,0,2,2,20,0,4.2
6,2,2,0,37,0,5.5
6,0,0,0,2,0,3.2
1,0,3,0,33,0,2.5
0,0,2,0,21,1,1.8
2,2,1,0,27,1,2.1
0,0,4,1,5,0,3.3
3,3,2,0,16,0,4.3
0,0,1,0,19,1,1.8
0,0,2,0,8,0,3.2
4,3,3,0,37,1,2.5
4,0,4,0,27,0,3.6
0,0,1,0,51,1,1.8
6,3,17,0,21,0,4.9
1,32,24,0,175,0,3.1
1,10,14,0,139,1,1.8
2,0,7,1,45,0,2.9
2,0,3,0,6,0,2.5
2,10,13,2,10,0,4.2
0,4,5,0,5,0,3.4
2,0,4,0,38,0,2.2
6,0,0,0,25,0,2.5
6,1,2,0,39,1,2.9
3,7,19,0,6,0,4.2
1,2,4,0,41,1,2.5
6,0,0,0,23,0,1.8
6,2,1,0,35,1,3.1
0,0,1,0,31,1,1.8
43,0,0,0,34,1,6.3
43,1,1,0,180,0,4.6
43,0,14,0,168,1,6.5
43,0,5,1,46,0,4.2
43,0,0,0,20,0,1.9
13,0,0,0,47,0,3.6
13,0,13,0,108,0,4.2
0,0,1,0,42,1,1.8
20,0,18,0,164,7,3
18,0,28,0,56,0,4.9
3,0,8,3,27,0,2.5
5,0,0,0,12,0,7
9,2,5,0,136,1,3.9
8,0,3,0,19,0,3.5
3,7,19,0,7,0,4.2
0,33,35,0,46,1,1.8
2,0,0,0,7,0,3.3
5,7,19,0,7,0,4.2
5,10,13,2,5,0,4.2
2,23,21,0,11,0,5.6
3,3,3,0,37,1,2.5
5,0,0,0,4,0,4.2
5,8,3,0,29,0,3
1,0,4,0,25,0,3.6
0,33,35,0,44,1,1.8
0,30,30,0,6,0,5.4
2,10,13,2,5,0,4.2
1,2,4,0,36,1,2.5
1,0,7,1,19,0,3.5
2,2,1,0,30,1,3.1
4,0,12,0,213,0,3.5
0,0,1,0,60,1,2.1
55,6,20,2,287,8,5.2
6,0,0,0,12,0,7
1,0,4,0,18,0,1.6
18,1,12,0,179,7,5.7
1,0,1,0,9,0,1.4
2,0,2,0,12,0,1.5
27,2,24,0,287,0,4.7
11,4,3,0,39,0,1.9
11,1,0,0,25,0,1.9
14,0,0,0,22,0,7
3,0,2,0,40,0,4.7
6,2,2,0,23,0,4.2
1,0,2,0,14,0,1.5
7,0,3,0,25,0,1.8
7,1,0,0,25,0,1.9
9,1,2,0,51,0,3.9
0,0,1,0,62,1,2.1
5,0,0,0,40,0,1.8
6,0,0,0,14,0,7
56,10,46,2,475,4,5.6
34,8,30,2,200,1,5.4
15,2,3,1,32,0,1.5
4,0,1,0,267,0,6
4,0,15,0,22,0,4.6
0,0,1,0,113,1,2.5
14,0,0,0,26,0,7
10,0,4,3,39,0,1.3
10,2,3,0,42,0,4.9
10,1,1,1,49,0,2.3
10,0,6,0,35,0,3
21,1,0,0,11,0,5.5
21,0,12,0,467,0,7.1
39,10,4,0,530,0,2.7
6,1,0,0,10,0,1.2
6,0,1,0,60,1,2.1
2,1,1,0,18,0,1.4
4,3,3,0,15,0,4.5
4,0,1,1,23,0,4.6
7,0,1,0,77,0,1.7
7,5,4,0,69,0,2.6
33,0,1,0,7,0,6
0,5,8,0,9,0,4.1
3,0,5,1,12,0,0.9
2,2,2,0,10,0,2.3
1,0,7,1,47,0,2.9
29,0,0,0,12,0,7
29,0,8,0,128,0,2.8
7,3,4,0,65,0,2.7
6,6,15,1,196,0,2
1,0,1,0,16,0,1.9
1,0,1,0,34,0,2.3
9,0,2,0,43,1,2.9
0,0,1,0,63,1,2.1
6,4,2,2,46,0,2.8
1,0,2,0,11,0,1.5
0,0,0,0,90,0,7.1
0,0,1,0,57,1,2.1
36,0,7,0,153,0,4.9
1,2,4,0,22,0,1.4
4,0,1,0,33,1,1.8
28,0,0,0,1,0,3.6
28,17,15,0,274,5,5.1
28,2,3,2,27,0,3.5
1,0,7,1,59,0,3.3
3,1,2,0,6,0,1.5
21,1,4,0,53,0,4.6
20,6,24,2,108,0,5.3
3,0,3,0,10,0,1.6
2,0,0,0,14,0,1.2
9,0,3,2,636,0,5.1
3,2,3,0,17,0,3.3
4,4,6,0,39,4,3.5
17,16,17,0,122,17,4.8
1,4,3,0,10,1,3.4
46,2,2,0,18,2,2.8
46,13,0,0,184,4,3.6
8,1,2,1,98,0,2.3
10,2,1,0,19,2,2.8
10,0,2,0,65,0,3.8
4,1,2,0,25,4,3.2
10,0,1,0,36,0,4.1
10,7,18,0,45,0,7.2
2,1,2,0,17,2,2.9
3,6,6,0,36,3,3.5
7,0,9,0,81,0,3.5
1,2,3,0,30,3,2.6
5,2,26,0,67,0,4.8
5,1,1,0,16,1,2.6
2,0,0,0,1,0,3.5
2,0,2,1,195,0,6.4
2,0,4,4,6,0,3.3
0,1,2,0,23,2,2
2,0,2,0,24,0,2.3
12,0,28,0,317,0,3.2
26,4,4,2,124,0,3.1
26,1,1,0,12,1,1.6
1,0,1,0,14,0,4.2
2,7,9,0,51,4,3.2
0,0,2,0,12,1,2
15,0,5,0,7,0,1.3
15,1,16,0,145,2,4.7
6,7,7,0,37,0,4.1
1,3,3,0,22,2,2.6
5,0,0,0,25,0,1.6
1,0,1,0,11,0,1.5
4,2,2,0,10,1,2.8
1,0,2,0,10,0,2.2
2,0,2,2,8,0,4.7
4,0,0,0,8,0,1.5
2,0,2,0,17,1,2.8
3,2,2,0,44,0,2.3
0,0,2,0,13,1,2
0,8,8,0,52,3,2
3,4,2,2,13,0,2.8
1,4,4,0,22,1,3
1,0,2,0,13,1,2
1,3,3,0,23,2,2.6
3,0,2,2,47,0,3.3
5,2,6,0,97,5,3
0,0,1,0,19,1,1.7
1,0,0,0,36,0,1.3
4,0,4,0,12,0,1.6
4,0,7,0,14,0,1.6
20,2,6,0,146,8,6.8
20,2,13,0,31,0,7.4
6,9,9,0,46,0,4.2
4,4,3,1,70,0,2.4
7,2,9,0,67,0,4.5
18,26,12,1,87,0,4
0,0,3,0,9,0,2.4
20,12,8,0,98,0,3.9
3,3,3,0,24,3,3.1
3,0,0,0,18,0,4.5
1,0,1,0,34,0,2.5
10,4,28,0,580,4,6.9
10,0,7,7,6,0,2.5
10,0,0,0,12,0,5.5
8,1,1,0,13,0,3.5
1,7,16,0,47,0,4.3
4,0,3,0,19,0,4.2
11,2,16,0,300,0,3.3
7,0,0,0,31,0,2.4
19,1,7,0,114,0,3.7
10,0,4,0,191,0,3.7
2,0,0,0,40,0,3.8
21,1,3,0,82,0,3.5
9,0,0,0,7,0,4.1
9,0,1,0,50,0,5.2
9,0,0,0,7,0,3.6
1,0,1,0,22,0,1.8
0,4,1,0,46,0,2.4
20,0,1,0,68,1,6.8
20,8,10,0,75,0,6.1
20,0,0,0,6,0,4
12,284,352,0,10649,134,2.8
12,1,1,0,70,0,3.1
12,3,1,0,16,0,4
39,13,31,17,123,14,5.8
39,0,1,0,40,0,4.6
39,0,2,0,71,0,3.5
6,0,1,0,41,0,2.9
5,0,3,0,37,0,2.3
0,0,1,0,24,0,2.4
26,0,0,0,12,0,2
26,0,7,7,6,0,2.5
0,0,1,0,25,0,2.2
0,0,1,0,15,0,2.7
6,0,2,0,51,0,3.2
2,0,8,7,21,0,2.5
2,7,9,0,133,0,3
34,0,2,0,15,1,5.8
34,3,2,0,274,0,5.2
34,1,0,0,6,0,2.3
34,1,2,1,10,0,6.3
8,0,0,0,13,0,2.3
11,6,2,0,90,0,3
6,0,7,0,79,0,4.6
6,4,16,4,222,0,4.1
14,0,13,1,327,0,4.5
0,0,1,0,89,0,4.2
5,2,2,0,22,1,4
5,3,0,0,21,0,4.3
5,0,1,0,7,0,3.8
8,1,4,0,67,0,2.6
22,2,1,0,151,0,3
67,0,2,0,79,0,3.7
67,4,8,1,235,3,6
67,2,3,0,31,1,5.4
67,3,0,0,13,0,5.2
67,0,15,0,227,0,3.7
67,0,0,0,6,0,3.8
0,0,0,0,27,0,2.3
12,7,28,12,91,0,5.8
1,0,2,0,10,0,1.5
16,4,8,1,235,3,6
6,0,7,0,93,0,4.6
7,8,2,0,38,0,3.1
29,8,1,0,297,0,6.3
29,0,3,0,69,1,2.3
26,10,0,0,127,0,3.9
0,0,0,0,56,0,5.1
0,8,4,1,6,0,3.4
4,0,1,0,31,0,5
4,1,1,1,11,0,4.6
7,8,2,0,37,0,3.1
6,1,3,1,95,0,3.4
3,0,0,0,15,0,3.8
3,0,0,0,5,0,3.7
51,5,0,0,282,0,3.4
51,2,0,0,10,0,1.5
2,9,10,0,33,1,3.8
19,0,1,0,7,0,3.9
19,0,9,0,66,0,3
112,0,11,0,398,0,5
2,0,0,0,13,0,5.2
12,1,1,1,27,0,2.3
12,0,1,0,31,0,5.1
7,0,4,0,45,2,2.7
5,0,2,0,38,0,4
2,12,9,2,6,0,4.8
2,0,0,0,22,0,3.7
24,0,29,0,264,20,3.3
1,0,0,0,15,0,4.1
0,0,0,0,18,0,2.4
41,2,10,0,122,0,3.4
41,0,8,0,38,0,4.2
41,7,17,1,431,7,6.4
41,5,6,0,53,0,3.9
7,1,1,0,17,0,1.4
10,6,6,0,78,0,3.8
10,1,3,2,31,0,1.8
3,0,1,0,7,0,3.9
3,2,10,4,17,0,3.2
3,4,0,0,20,0,1.5
3,0,1,0,9,0,1.4
6,2,6,0,44,0,6.3
6,0,1,0,33,0,3
0,0,0,0,38,0,1.6
0,2,1,0,20,0,3
2,0,0,0,54,0,3.2
4,0,5,0,7,0,4.1
11,2,1,0,20,0,3
11,0,2,0,129,0,4
10,2,2,0,51,0,3.9
10,0,0,0,2,0,3.5
10,7,21,0,190,0,4
3,1,2,0,14,0,4
0,0,0,0,32,0,2.4
5,0,0,0,25,0,0.8
6,0,16,0,372,0,2
6,0,2,0,10,0,3.9
6,2,3,0,611,1,4.7
2,0,2,0,24,0,3.9
4,0,4,0,51,0,3.3
14,0,1,0,48,0,5.6
3,1,4,0,20,0,4
15,0,0,0,1,0,3.5
15,1,14,0,98,4,4.2
4,0,1,0,19,0,2.7
0,0,0,0,1,0,3.5
16,3,6,0,88,0,2.3
0,0,1,0,133,0,3
0,0,0,0,25,0,2.4
4,1,2,0,52,0,3.6
4,0,0,0,63,0,6.9
6,0,0,0,42,0,3.1
0,0,1,0,92,0,2.7
47,0,0,0,6,0,4.2
47,0,1,0,24,0,4.7
47,0,20,0,77,0,2.3
47,0,8,0,126,1,2.4
4,0,0,0,11,0,1.6
34,0,28,9,369,0,5.3
34,0,1,0,54,0,2.9
