"NII","RFC","CBO","scores_ANN"
4,142,6,3.2
0,5,2,6.7
6,8,1,4.1
6,137,5,7
47,13,3,2.6
6,23,15,2.6
4,10,1,4.2
0,6,7,6.3
2,9,5,4.3
0,51,7,7.1
1,11,8,1.8
0,8,2,6.1
0,2,3,5.9
18,57,32,2.9
12,6,0,3.4
2,19,6,5.1
2,4,4,1.4
1,53,12,5
0,18,13,6.7
0,36,15,3.6
96,5,6,3.8
0,12,12,4.7
0,13,4,8.5
1,6,3,5.8
4,5,0,3.3
4,24,7,4.8
0,15,14,3.3
1,8,3,3.8
4,17,8,6.8
10,5,4,2.5
0,27,11,3.5
24,87,67,4.4
0,16,6,6.7
5,41,28,3.4
4,31,15,5.3
11,9,2,5.3
12,18,5,3.3
9,12,2,3.5
14,22,9,4.7
20,5,0,3
4,26,4,6.7
0,22,9,2.5
0,47,1,7.1
30,14,5,3.7
0,20,10,2.8
2,25,15,6
0,13,1,2.9
0,27,12,3.5
11,36,10,4.2
2,61,5,5.3
0,21,5,7.1
32,16,3,4.2
5,40,14,6.4
3,9,3,5.3
4,10,4,2.3
4,17,5,4.5
59,17,3,4.1
30,28,18,3.1
0,52,10,5
3,11,0,6.4
1,10,6,3.1
1,9,2,2.9
0,24,3,4.2
1,9,6,3.1
9,19,9,3.9
1,16,7,4.8
23,22,1,3.6
5,2,1,4.3
0,16,7,4
0,3,3,6.6
2,5,3,3.7
0,7,8,6.2
0,26,12,3.5
2,9,9,4.3
1,15,10,2.5
4,14,8,4.1
2,12,8,3.4
138,145,19,5.8
13,17,15,3.1
29,2,1,3.3
2,25,14,2.3
0,10,9,2.1
3,4,2,2.8
5,18,6,4.6
0,14,8,3.2
0,13,13,3.8
0,17,16,2.9
17,50,4,5.3
3,2,0,4.8
0,18,10,4.3
8,41,2,5.1
0,15,11,2.1
635,60,3,7.2
16,13,2,5.2
4,3,2,3.2
3,50,12,4.3
0,15,11,4.4
3,13,7,4.2
0,31,13,3.5
21,6,0,3.1
1,19,5,4
2,11,8,2.9
0,10,2,5.3
0,12,0,5.7
2,13,7,5.7
1,7,13,3.2
1,14,10,2.5
0,38,17,3.9
0,15,13,3.3
2,3,2,3
0,12,9,3.2
5,14,8,4.2
0,16,12,2.1
0,12,12,3.8
0,17,12,3.8
1,11,7,5.3
20,18,1,4.1
3,28,24,3.3
0,23,6,4.4
1,28,2,5.1
0,15,12,3
0,13,8,6.9
783,75,6,5.9
2,4,1,3.8
6,8,2,4.6
3,4,1,4.9
23,27,7,4.9
5,24,5,4.5
1,7,0,2.6
0,15,6,3.2
27,10,0,2.7
7,20,5,3.6
1,10,4,4.8
1,3,5,6.3
0,25,12,4.4
3,4,0,2.5
0,4,3,5.6
1,19,9,3
26,4,3,1.4
28,9,3,2.1
4,7,3,3.4
51,26,5,4.7
69,89,3,8.8
26,25,7,4.3
1,17,16,3.2
1,19,8,3.3
1,35,0,5.1
47,116,49,4.3
3,56,15,3.9
3,9,3,4.1
0,3,3,5.6
1,12,5,3.9
118,11,5,2.7
0,4,1,4.6
13,12,3,4.1
53,18,4,4.5
4,11,1,2.8
64,20,5,4.2
0,7,3,2.8
5,49,3,6.5
3,35,25,2.7
8,5,5,4
9,45,10,5.1
0,197,16,5.3
4,20,8,4.5
118,39,20,4.9
0,5,4,2.1
0,29,18,4
0,3,0,5.7
6,23,6,6.4
1,7,8,2.9
46,30,6,4.1
6,4,2,4.8
7,25,10,2.7
32,8,5,4.5
1,4,0,5.4
8,14,1,3.3
24,3,0,4.8
6,14,6,4.5
2,3,2,1.5
36,39,4,5.8
0,31,13,4.2
3,45,1,6.6
0,30,5,3.9
0,11,7,5.6
8,32,11,3.7
3,30,3,4.1
5,7,1,3.9
14,3,0,2.1
3,9,1,3
5,46,28,2.8
7,4,0,2.3
15,56,17,4.8
18,27,10,3.8
2,44,13,4.4
3,5,4,2.5
0,5,1,7.1
0,4,2,5.1
1,18,6,6.1
1,16,5,4.7
2,13,6,2.5
3,14,6,4.5
14,25,6,4.7
0,12,6,1.8
19,15,2,4.4
270,45,2,6.2
0,13,11,3.2
2,4,6,1.6
10,16,8,4.4
5,15,4,2.4
10,37,18,3.4
8,23,6,4.6
2,33,21,4.2
11,17,5,4.1
0,4,0,6.8
0,10,10,4.1
0,12,5,7
1,4,6,6.3
1,1,4,2.1
2,9,6,4.4
0,14,0,4.1
0,11,9,4.1
4,24,9,3.2
2,10,6,4.4
0,10,1,3
0,11,11,4.1
2,43,28,1.8
6,11,3,2.8
16,10,4,4.5
7,26,3,3.8
5,38,3,6.9
17,91,19,3.7
1,35,11,3.9
6,21,21,4.1
2,15,10,3.9
0,8,11,2.5
11,44,47,4.1
5,3,0,2.8
1,25,11,6.4
9,7,3,4.6
35,17,0,5.3
0,8,2,1.7
10,6,2,5
8,15,6,4.2
15,3,0,2.8
2,26,10,2.6
11,52,20,4.7
15,9,4,3.1
0,13,6,7.1
0,25,9,4.1
11,21,9,4.2
1,9,2,2.8
14,12,3,6.2
3,7,2,2.5
6,8,1,3.4
1,14,2,3.9
0,24,1,4.7
3,10,9,3.9
3,32,21,4
0,11,4,3
2,10,6,4.1
12,13,3,3.9
7,17,10,4.7
0,30,8,3.1
0,13,5,2.5
1,4,6,3.2
1,22,7,5.4
27,32,4,6.8
0,94,40,4.9
3,9,1,4.4
4,7,1,2.5
4,8,3,4.4
6,15,7,2.8
11,28,3,7.4
1,3,4,3.3
1,4,2,3.2
5,10,7,3.1
0,38,21,2.7
4,5,2,2.6
14,13,6,4.8
3,29,5,7.6
0,43,7,4.2
0,4,5,3.9
3,8,11,0.8
4,14,7,4
0,25,10,2.5
3,16,7,6
0,15,2,3.4
0,23,11,5.4
0,71,21,4.9
2,21,12,4.8
0,37,16,5.5
4,5,2,1.9
6,32,5,5.7
5,11,9,2.6
2,12,6,4.7
2,7,2,2.8
1,6,0,7
0,43,22,2.9
27,46,2,4.4
12,29,12,5.1
3,16,4,2.9
2,11,4,4.3
0,8,6,5
0,3,6,4.2
14,122,7,5.4
0,5,2,4.7
4,1,0,4.9
0,52,24,3.9
25,48,5,4.3
7,2,0,3.2
2,3,0,3
11,35,3,4
0,45,17,2.6
1,31,17,2.9
0,15,8,3
27,53,25,3.3
3,4,0,2.6
2,6,4,4.2
0,15,6,2.3
27,18,8,4.8
36,19,13,4.1
0,27,9,4.4
13,7,1,2.6
0,73,16,5.1
0,13,6,5.1
7,26,3,4.8
4,9,3,3.8
1073,66,4,4.7
7,28,12,4.9
0,45,11,5.9
0,32,12,4.4
0,1,5,2.4
22,9,0,4.5
3,19,4,4.8
1,5,9,1.6
1,7,5,5.6
1,5,1,5.8
0,0,3,0.1
8,18,8,3.3
11,15,9,3.6
9,20,5,4.5
31,3,0,1.9
11,38,5,5.2
1,11,4,4.8
0,12,15,0.8
2,8,5,4
5,3,2,3
0,8,1,2.9
0,17,7,4.3
26,14,0,4.9
3,4,2,3
5,52,23,3.2
0,18,7,4.4
2,7,4,4.2
2,12,4,4.2
8,10,1,6.5
0,10,7,4.2
9,4,1,5.5
6,15,0,3.7
0,7,5,6.2
1,13,1,6
2,37,13,6
14,36,16,2.8
0,30,13,4.4
4,3,1,3.3
94,54,10,4.6
3,3,3,3
3,14,3,4.3
3,6,4,4.2
0,22,12,4.3
9,15,8,2.5
0,0,9,1.2
2,18,8,4.8
35,29,9,3.9
0,14,3,3.6
0,19,19,1.4
2,5,0,3.9
0,15,2,2.7
0,17,8,3.8
2,5,3,3.2
0,13,1,6
0,7,10,1.4
0,3,8,1.4
0,14,4,5.6
1,4,3,3
0,7,7,4.1
16,4,1,2.7
67,660,183,7.2
8,10,4,3.4
38,22,5,5
1,8,2,3
11,7,1,2.6
8,12,2,4.9
1,12,7,5.2
3,7,6,4.2
10,9,2,2.9
10,6,2,3.2
5,18,7,3.9
0,17,3,3.4
33,10,0,5.6
1,14,12,3.7
2,8,5,2.6
1,19,3,3.9
32,33,3,5.4
1,6,0,3.2
5,12,3,3.5
4,4,4,2.6
1,15,10,3.8
12,16,10,4.4
213,54,9,4.2
1,15,1,2.8
0,34,1,5.6
8,9,1,3.9
0,22,9,4.3
7,10,0,4.6
2,11,2,3.5
1,2,4,6
167,124,6,6
1,29,25,5.8
7,16,13,3.7
0,33,10,4.6
2,8,7,3.3
8,37,14,4.7
1,48,26,5.7
7,9,4,4
0,22,4,6.8
1,14,13,5.4
15,18,11,3.6
4,39,9,4.4
0,1,2,7.3
4,1,0,1.6
3,10,3,2.6
129,123,28,5.6
2,5,5,2.5
1,11,3,2.9
0,18,12,3.9
0,193,5,6.5
9,45,18,4.6
0,39,11,4.5
16,21,27,3.1
0,9,3,3.3
9,12,0,4.8
10,14,5,2.5
0,9,6,3.7
6,17,26,2.4
1,10,8,1.2
0,14,8,3.6
0,84,11,5.8
5,11,9,1.9
39,17,3,3.2
3,39,6,4.9
3,7,1,1.6
5,5,0,3.2
1,3,1,5
0,22,12,3.9
0,36,10,4.4
3,13,6,5.6
0,13,14,3.4
2,6,3,3.4
0,34,57,3.4
0,41,22,3.5
10,6,2,4.9
0,35,20,3.4
8,10,8,3.4
0,29,12,3.9
4,5,0,3.6
0,7,9,3.2
4,7,4,2.6
0,24,16,3.3
5,13,14,3.3
7,3,1,2.3
5,3,0,1.9
0,26,10,4.3
1,9,3,7.5
1,12,4,4.9
1,10,5,2.4
4,11,1,4.3
2,36,1,5
5,12,7,3.8
3,8,3,3
0,25,11,2.2
4,36,24,2.6
2,12,7,3.8
6,3,2,3.6
0,57,18,7.1
1,10,10,3.5
5,22,10,2.2
2,26,6,4.7
1,2,2,4.4
1,28,4,4.3
0,13,9,2
36,29,7,5.4
3,7,1,5.1
3,11,3,3.3
6,25,19,2.5
1,4,3,3.9
1,2,0,4.7
1,10,13,2.4
0,23,5,4
1,13,10,2.7
2,6,7,2.6
26,17,7,3.9
1,18,14,2.7
4,5,5,2.8
17,44,17,6.1
4,6,1,6.5
1,39,22,2.8
27,42,18,4.3
2,5,1,3.6
0,24,13,5.2
1,27,19,2.7
0,21,10,4.9
0,11,9,2.7
0,11,9,4.2
4,7,5,3.4
0,11,10,4.1
0,28,8,4.1
0,30,21,2.4
3,13,7,4.4
3,5,3,4
109,21,7,4
0,11,12,2.5
1,21,6,3.4
1,46,33,2.5
0,7,12,2.4
1,25,10,3.3
13,6,2,4.5
0,99,2,6.3
4,8,3,1.6
4,20,10,4.5
1,14,7,2.8
18,12,7,2.4
5,22,11,2.7
0,17,22,1.2
1,4,1,5
98,9,2,5.5
3,10,7,4.3
1,38,25,1.5
0,3,10,2.4
4,2,1,5.8
122,28,3,5.3
1,4,3,6.1
0,15,10,4.9
0,16,11,0.1
1,19,13,2
3,9,8,3.2
0,12,6,6.4
2,3,7,2.5
1,3,0,5.7
8,1,0,5.7
0,0,0,6.4
0,4,3,7.7
3,8,4,4
98,97,45,3.7
1,7,4,2.8
5,21,7,4.6
1,28,2,6
16,7,1,4
3,3,1,4.4
12,31,17,3.3
1,43,22,4
10,4,0,3
6,40,27,3.3
1,7,1,4.2
0,10,4,3.6
5,2,1,1.8
70,81,20,3.1
3,22,9,4.5
20,6,4,2.6
0,11,6,3.6
0,15,7,5.3
2,16,4,2.8
4,25,14,4.8
0,12,18,2.8
22,23,4,4.7
11,22,5,2.6
0,9,3,3.8
0,8,3,3.4
32,7,3,1.5
15,18,3,2.9
11,25,12,4.6
8,32,21,2.4
0,8,10,2.1
7,4,1,1.7
1,32,16,3.5
1,8,3,3.4
0,44,16,6.6
8,17,12,6.3
3,14,7,4.4
0,10,3,3.9
0,5,3,6.2
9,13,0,7.1
4,6,3,3.4
1,12,11,1.9
22,4,0,3.7
3,24,8,3.2
2,13,0,5.7
0,4,5,5.9
4,20,2,4.4
2,17,3,3.1
6,15,7,3.6
3,2,2,4.5
1,5,4,1.3
0,13,4,3.9
1,17,6,3
0,18,7,4
1,4,8,1.2
35,25,7,6.4
0,5,4,5.7
1,47,11,3.7
40,18,1,2.9
3,3,2,1.5
11,19,11,5.3
64,46,2,6
27,66,10,5.1
34,15,6,5
4,2,1,5.6
0,89,12,6.3
0,0,6,1.6
5,15,5,3.6
2,9,2,4.3
1,6,1,6.2
0,11,4,9.5
8,6,1,3.4
100,18,2,6.2
75,145,82,3.6
10,12,1,3.6
1,18,5,3.3
0,86,55,5.5
18,7,0,3.9
2,19,12,5.1
64,63,36,4.6
6,12,5,4
0,4,7,4.4
23,30,17,4.4
12,19,5,3.1
2,20,20,3.7
0,7,8,3.9
7,4,1,4.8
0,5,7,2.8
18,38,24,3.2
2,9,6,4.3
1,15,12,4.2
0,31,12,3
0,13,7,6.4
0,17,4,5.9
20,13,10,2
1,13,6,2.6
15,5,1,1.7
1,26,8,3.2
11,6,4,2
0,16,9,4.1
1,23,10,2.6
0,10,6,1.7
6,15,2,4.1
0,31,13,4.5
1,21,9,2.6
17,47,11,5.2
7,14,2,3.4
15,21,6,5.7
748,8,2,2.4
0,16,6,2.6
2,11,6,4.3
0,5,5,5.4
0,14,5,5.4
13,5,0,2.7
1,29,10,5
1,4,4,4.1
1,33,2,6.3
0,109,11,6.7
5,13,2,3.2
0,15,5,3.4
0,12,9,2
53,40,28,4.8
2,11,7,1.2
6,4,0,3.7
5,4,1,0.3
1,10,3,2.2
193,20,7,3.4
0,25,7,7.6
30,45,14,3.9
0,2,0,3.5
8,8,2,2.7
26,23,6,3.5
3,17,8,4.4
1,12,13,4
2,8,3,2.5
0,16,5,2.4
0,36,14,3.6
3,8,0,2.8
3,14,7,2.4
8,23,6,4.7
3,10,2,4.6
149,33,6,5.5
6,15,7,2.4
0,7,0,2.9
13,25,12,2.6
7,50,18,3.9
2,13,1,3
4,20,6,9.4
9,11,7,4.7
0,9,1,5.5
2,14,1,3
2,6,5,4.2
2,13,3,4.6
0,102,20,5.4
2,13,1,2.7
24,16,5,4.8
14,47,23,4.4
5,2,0,3.5
101,10,0,4.9
0,36,18,2.4
0,4,1,6.3
22,33,3,4.8
46,35,3,5
0,8,8,3.1
12,17,14,4.9
1,29,19,2.8
5,34,18,2.5
0,28,18,6.6
2,10,6,4.3
330,11,0,3.1
3,2,0,5.6
0,43,13,5.1
13,44,7,5.2
1,11,4,2.4
15,33,1,4.1
0,45,26,4.3
0,21,1,4.6
13,19,12,4.4
2,2,2,7.7
2,5,3,4.2
0,39,10,3.5
21,10,2,3.2
2,8,6,4.2
63,18,3,4.9
1,14,5,2.9
29,4,0,3
15,35,1,4.2
0,17,1,4.5
0,0,0,3.9
0,9,4,4.7
1,10,3,8.2
0,60,38,4.3
238,78,6,5.7
0,29,5,4.5
53,7,0,5.3
0,38,9,5.6
0,10,2,2.6
353,96,9,5.9
14,11,9,4.4
2,11,4,2.6
19,7,2,5.1
0,13,9,2.2
639,3,0,2.9
7,15,2,8.1
71,33,12,4.6
0,35,11,4.4
0,1,2,4.5
0,28,6,2.6
2,3,2,7.7
0,14,7,2.2
0,20,4,3.8
0,22,2,4.1
0,6,0,1.9
6,41,12,4.6
2,9,4,0.7
0,24,8,4.3
2,7,6,4.2
0,2,7,3.2
0,8,7,1.7
18,8,1,6.1
2,13,8,4.3
2,20,9,0.8
1,31,12,4.5
20,12,4,2.5
2,5,2,3.6
3,9,4,0.7
5,4,2,1.5
47,4,4,2.3
4,3,2,4.7
2,2,3,7.7
6,15,5,1.7
0,2,5,1.6
2,11,7,4.2
4,9,1,4.5
10,10,3,2.4
0,34,13,3.6
4,8,1,4.4
0,17,9,5.1
3,13,2,2.6
6,5,2,3.2
0,13,11,2.4
4,24,1,4.4
1,10,5,3.5
0,8,2,6.4
8,3,2,2.6
3,3,1,1.3
5,5,1,2.6
30,6,3,3.6
0,8,3,1.6
11,12,5,4.5
9,2,0,2.9
17,22,9,3.8
3,12,5,3.2
2,9,3,2.5
118,89,12,5.6
3,2,3,7.7
15,11,6,2.3
0,157,27,6.6
16,20,4,4.1
12,23,29,4
12,2,0,5
0,3,0,3.1
3,3,0,2.9
1,7,2,3.5
0,18,8,2.8
150,29,11,4.9
7,13,12,1.9
1,10,5,5.9
13,11,5,2.9
2,7,4,3.4
0,21,6,2.8
0,23,11,2.3
0,16,9,2.7
0,15,9,3.4
4,35,9,4
2,3,1,7.8
0,5,3,5.6
0,13,6,2.2
0,7,0,3.5
0,16,3,6.6
2,8,6,4.3
0,11,3,2.7
0,39,8,4.7
7,14,7,3.2
6,39,20,2.4
1,14,6,3.8
0,33,22,3.1
0,11,6,6.8
2,10,5,2.7
3,7,2,1.7
0,23,6,5.8
24,85,30,4.6
0,6,3,2.4
1,6,5,2.6
811,190,52,5.9
3,23,12,6.8
2,1,0,0.1
11,3,2,4.7
18,13,8,0.6
47,6,1,5.3
20,4,2,1.5
4,7,4,6.1
1,16,12,6.1
0,4,7,2.4
0,16,10,2.8
0,0,1,4.4
3,12,5,4.4
3,3,2,2.3
6,9,4,5.1
10,7,6,1.5
0,18,5,4
3,6,4,2.7
1,19,4,8.2
1,1,0,7
0,17,7,6.7
2,5,0,1.8
2,5,5,6.6
0,2,4,4.5
1,10,3,3.6
0,8,3,3.3
6,9,0,3.9
0,45,12,4
0,22,3,4.6
2,5,3,0.6
3,37,2,4.8
2,9,2,3.6
293,56,27,4.3
6,12,14,0.9
7,4,0,4.3
5,30,6,7.2
7,13,0,3.5
8,17,3,6.4
12,8,10,0.3
1,1,2,2.4
0,60,15,4.2
3,8,5,4.2
0,11,1,4
0,9,5,3.5
6,19,4,4.1
40,32,5,4.3
92,36,7,7.3
0,6,3,5.3
0,9,5,3.7
0,47,3,5.5
1,14,7,3.3
37,51,9,5.4
2,9,7,4.2
0,8,6,2.7
25,18,6,4.6
34,47,8,6.4
51,21,14,4.1
24,18,0,5
0,6,6,2.7
8,3,1,2.1
1,6,7,0.8
2,12,8,4.2
1,8,2,3.5
1,2,1,5.7
1,3,3,2.5
24,14,3,4.4
1,18,9,2.3
50,36,12,4
3,13,7,4.1
3,26,6,2.1
0,38,18,3.3
6,14,3,5.8
3,6,0,7
7,26,1,4.5
0,31,13,3.2
3,23,1,3.4
3,11,6,4.3
5,9,2,3.8
17,30,5,3.8
4,3,0,5.3
6,5,0,2.8
0,11,8,2.5
3,4,4,5.8
1,3,4,2.5
59,34,7,4.1
0,25,16,5.3
3,9,5,2.5
13,42,5,8.1
0,5,6,5.1
0,43,19,4.3
0,30,9,5.2
10,55,2,4.8
37,35,12,5.4
0,7,4,6.7
0,15,16,3.9
17,18,11,1.9
4,20,19,2.2
2,4,2,3.6
0,9,5,2.7
4,2,1,2
0,31,9,4.2
2,14,8,3.8
340,23,11,4.6
1,11,6,3.3
6,9,2,3.4
0,13,6,2.3
0,4,2,7.6
1,48,8,6.3
5,9,2,3.4
3,3,5,0.3
0,17,6,5.3
7,5,0,4.9
3,34,15,4.5
35,43,12,5.3
8,12,3,3.4
0,10,8,4
0,19,10,4.1
0,40,11,4.3
0,9,12,3.2
11,18,1,6.2
0,42,29,3.2
24,15,4,5.2
8,44,3,4.4
17,31,4,7.4
0,9,13,2.6
2,10,1,2.3
10,10,3,1.7
0,18,4,3.8
5,23,20,4.1
2,86,48,5.3
10,28,16,5.2
2,8,3,4.9
25,134,51,5.4
4,2,1,5
6,131,23,4.7
135,23,9,4.4
5,3,3,2.4
18,8,1,1.1
0,6,1,6.5
3,9,3,2.6
6,12,3,4
9,9,4,3.5
1,6,5,1.3
3,8,1,4.4
61,34,13,4.1
1,11,6,3.2
1,42,11,4.2
29,28,13,5.3
2,4,6,3.2
2,5,0,3.1
3,6,0,3.5
0,11,4,3.2
0,46,11,5.2
2,7,0,5.2
4,18,2,4
1,4,6,3.1
673,507,39,8.7
20,11,1,3.9
0,16,5,5.4
0,18,1,4.9
0,33,15,3.3
0,11,2,5.6
7,2,0,2.7
19,33,12,4.1
7,11,3,4.3
3,4,0,3.2
0,22,5,6.7
4,10,1,2
0,5,4,3.5
1,3,0,3.8
4,9,3,3.1
19,35,1,5.3
5,19,6,4.7
6,98,34,4.4
0,14,1,4.2
5,3,0,2.1
1,1,0,4.6
0,18,4,3.7
0,20,11,2.5
0,200,64,5.1
0,5,5,7
9,101,8,7.2
14,8,1,4.3
0,9,5,2.9
4,12,17,3.4
1,14,5,3.7
0,12,7,5
0,10,7,3.4
3,5,0,2.6
23,55,3,4.6
5,33,20,4.1
0,15,17,1.9
0,23,4,3.9
0,18,4,2.6
11,45,1,4.5
0,22,7,3.8
8,46,10,5.7
0,12,3,3.1
20,73,4,4.9
0,12,9,8.4
0,3,5,3.5
3,12,4,2.8
0,45,6,7
27,39,3,4.2
3,26,8,5
36,33,1,4.1
57,8,3,4.8
10,18,3,3.9
9,75,1,5
0,166,15,6.6
3,9,4,2.7
1,4,6,2.6
24,27,2,3.9
15,11,5,3.1
1,4,1,7.1
2,48,14,3.8
16,26,10,2.7
1,10,7,3.4
0,7,10,1.8
43,15,5,6.1
2,4,1,5
26,3,2,1.4
4,25,3,3.5
0,13,7,2.8
2,10,3,2.4
25,40,1,4.3
0,11,2,2.5
24,27,1,3.9
1,20,22,4.1
0,11,4,3.5
12,25,5,4.5
21,36,4,6.6
0,46,22,4.2
0,9,9,2.3
3,42,10,6.2
4,13,2,5.6
0,17,1,5.4
0,11,7,3.1
9,29,13,3.9
11,56,12,3.8
2,1,0,7.3
7,4,2,3.9
78,41,15,4.5
1,5,4,6.7
1,5,1,7.4
0,25,7,5.1
95,9,1,2.8
1,1,1,5.4
1,19,8,4.9
7,12,4,2.5
11,13,2,3.6
31,102,28,5.6
35,7,1,2.4
6,20,11,3
1,5,1,5.1
22,5,0,2.3
109,33,1,6.7
0,37,13,5
5,9,3,2.9
3,32,20,2
2,7,4,3
8,3,0,4.1
0,5,5,2.1
23,32,1,4.1
1,1,1,2.9
39,38,3,4.2
1,54,24,4.5
15,17,6,3.9
2,3,18,4.6
0,13,5,3.4
0,42,29,5.5
58,37,46,3.2
9,5,0,1.9
33,52,9,7.5
26,8,3,3
9,54,20,4.7
8,18,6,4.3
0,98,9,6.2
4,10,3,6.2
0,7,1,3.2
8,19,2,4.2
5,4,4,2.1
5,2,1,3.4
0,21,9,5.7
202,28,4,4.3
20,21,3,2.7
4,8,2,4
13,17,3,4.5
0,4,4,6.9
13,5,3,0.4
21,33,9,4.4
1,328,7,6.6
1,39,10,4.7
12,8,6,3.3
1,14,3,4.1
1,2,0,0.2
1,34,10,4.6
2,18,4,5.9
4,4,4,2.4
1,4,4,3.5
8,32,9,3.2
0,4,0,3.4
1,8,2,5.1
2,6,4,3.4
19,67,25,4.9
0,13,1,4.3
10,2,0,3.2
2,12,8,6.4
10,9,0,3.8
10,12,1,6.3
100,57,24,5.6
0,14,6,2.5
16,8,1,3.9
7,5,2,3.8
3,11,2,3.6
0,49,30,4.2
1,5,3,2.4
0,32,18,6.6
0,16,3,3.5
360,29,2,4.2
5,23,8,5.2
0,4,3,7.8
2,12,2,3.6
14,9,0,6.2
6,11,7,4.4
0,14,4,3.3
0,10,5,3.8
0,1,0,7.1
0,18,2,2.8
0,13,4,3.2
2,7,4,3.2
0,17,1,3.1
0,6,3,5.1
0,18,16,2.3
2,3,2,5.8
9,2,0,2.6
18,22,5,7.1
0,51,12,5.4
0,2,3,7.2
14,2,0,2.7
2,8,2,3.7
20,15,0,4
30,6,1,2.8
1,7,2,1.7
1,9,3,1.9
0,9,2,8.2
0,9,5,5.1
0,36,3,4.6
32,29,1,4
2,18,2,3.8
1,4,1,4.6
6,5,3,4.4
0,13,5,6.5
0,65,27,6.9
0,104,18,5.7
0,12,3,6.2
1,12,5,5.9
5,19,5,4
33,11,0,4
0,14,13,1.2
5,9,0,3.5
0,5,0,4.9
1,10,1,6.7
8,47,23,3.3
6,5,3,4.6
0,13,3,4.8
8,3,1,3
2,12,5,3.2
4,17,5,4.6
0,6,5,4.3
3,25,8,4.8
123,9,3,4.9
10,3,0,3.1
2,12,2,3.7
0,341,44,7.7
0,12,12,1.2
2,265,27,7.3
9,37,20,3.3
7,13,3,3.5
0,12,6,5.7
0,13,13,1.2
2,23,16,3.2
4,14,3,3.6
4,33,18,4.3
6,10,2,3.5
1,40,11,3.8
1,12,9,0.3
30,19,31,4
0,36,14,3.3
1,13,1,4.5
0,8,13,2.6
9,3,0,2.9
4,2,2,2.4
0,0,0,0
1,9,7,3.1
1,2,1,4.2
9,9,2,4.2
217,17,8,5.3
0,58,2,5.4
0,13,8,3.5
4,12,6,2.2
5,28,5,4.9
4,6,0,3.2
6,5,3,4.3
2,6,1,4.5
1,1,0,4.8
0,8,0,6.7
3,2,0,2.8
184,165,17,5.3
0,2,3,7
2,11,5,4.9
36,15,6,5
2679,69,3,5.1
2,11,3,3.6
0,14,13,2.8
15,33,11,6.3
4,9,1,3.5
1,2,1,4.6
12,8,0,3.4
71,44,10,4.9
7,59,5,4.8
3,17,3,3.4
0,16,7,4.1
3,7,3,3.4
2,32,5,4
67,23,14,2.3
4,1,2,1.6
4,53,31,3.5
1,2,1,4.7
0,9,8,4.3
1,13,2,3.7
1,7,1,2.6
1,12,3,2.4
1,6,4,2.8
0,10,5,5.5
2,77,23,5.8
0,2,3,7.5
0,7,7,1.6
0,12,4,2.9
2,1,0,4.6
17,26,7,4.9
267,43,16,3.4
48,28,42,3.7
13,30,12,3.1
0,12,3,3
3,35,20,1.5
0,21,13,2.1
0,9,4,3.1
2,4,3,6.7
0,9,6,5.9
2,5,3,2.2
1,7,4,5.1
2,11,6,1.7
0,8,5,2
6,6,1,2.5
22,54,6,3.9
2,5,4,3
2,8,0,5.3
5,34,13,4.6
0,8,10,3.3
1,14,0,3.9
46,80,26,6.6
1,2,4,5.4
13,27,4,5.9
2,21,10,2.4
1,15,11,0.6
1,4,5,1.6
0,11,3,5.8
0,9,10,6.6
3,133,23,6.6
7,19,2,5.7
11,20,5,2.4
1,3,3,4.5
4,21,4,5.7
2,139,23,6.4
6,21,10,5.1
0,54,36,5.5
0,32,20,3.3
1,11,16,3.6
0,10,4,2.7
1,4,3,2.4
0,10,3,3
4,5,2,2.4
5,3,4,1.2
6,2,1,2
2,3,3,1.6
2,16,0,4
50,17,18,3.9
2,30,17,3.4
0,20,5,5.9
6,3,0,2.3
0,7,8,1.4
0,21,24,2.2
3,14,1,3.5
7,91,44,2.7
1,10,3,2.8
6,5,2,4.2
0,20,6,4.4
4,12,3,3.8
6,31,5,6.4
5,6,4,1.7
0,15,2,3.6
1,4,0,7.3
3,22,7,5.6
0,5,0,6.6
1,3,2,6.8
1,10,2,3.8
6,13,9,3.8
0,20,9,6.1
0,13,4,5.7
1,10,2,3.6
11,14,3,2.8
2,4,3,1.8
34,45,26,3.3
7,10,1,3.2
7,4,1,2.5
6,23,9,4.3
14,11,7,5.2
68,49,19,4.3
4,11,3,3.8
10,9,2,3.9
45,4,7,3.7
4,122,63,5.6
6,5,2,3
0,24,14,5.4
0,18,14,4.6
41,22,16,2.3
7,13,17,3.7
0,4,2,6.1
18,12,4,2.9
2,1,0,0.2
10,41,9,4.7
2,4,0,4.4
7,1,0,0.8
2,12,3,3.8
8,23,18,4.2
2,3,1,2.2
96,42,12,5
15,8,4,5.1
16,34,6,6.9
0,150,24,6.7
21,9,1,3.4
123,54,22,3.6
0,6,11,3.7
51,2,2,2.9
1,4,3,3.8
0,3,12,3.6
19,100,43,3.3
70,46,25,4.3
4,5,0,5.9
4,16,10,6.1
10,13,8,1.9
0,18,19,2.2
45,7,1,3.7
0,0,3,2
1,22,7,5
2,4,3,3.2
1,12,16,3.3
7,29,5,8.5
0,11,10,2
6,7,5,6.1
28,41,7,6.9
6,7,10,1.8
15,3,2,4.8
0,9,9,1.6
7,20,13,4.1
69,4,4,3.2
16,25,2,3.8
187,21,7,5.4
5,1,0,0.2
4,4,4,5
0,43,29,2.1
0,31,3,5.3
2,11,5,3.3
